transID,value
NONHSAT240500.1,-96.9
NONHSAT240502.1,-311.4
NONHSAT069132.2,-142.6
NONHSAT069133.2,-440.5
NONHSAT181263.1,-102.6
NONHSAT181264.1,-399.6
NONHSAT186683.1,-203.7
NONHSAT240348.1,-559.1
NONHSAT240349.1,-364.3
NONHSAT240350.1,-275.9
NONHSAT240351.1,-346.1
NONHSAT069053.2,-1274.8
NONHSAT069057.2,-155.2
NONHSAT181239.1,-350.1
NONHSAT186671.1,-167.7
NONHSAT240325.1,-1224
NONHSAT240327.1,-420.3
NONHSAT240328.1,-281.9
NONHSAT068680.2,-277.8
NONHSAT068681.2,-509.8
NONHSAT068682.2,-225.5
NONHSAT184022.1,-694
NONHSAT184023.1,-227.1
NONHSAT184024.1,-283.6
NONHSAT186595.1,-380.5
NONHSAT186552.1,-433
NONHSAT186553.1,-109.8
NONHSAT186554.1,-497
NONHSAT186326.1,-102.3
NONHSAT186317.1,-226.8
NONHSAT186077.1,-92.1
NONHSAT186071.1,-121.3
NONHSAT075979.2,-107.1
NONHSAT075980.2,-233.57
NONHSAT075982.2,-151.37
NONHSAT075983.2,-133.8
NONHSAT075991.2,-532.3
NONHSAT186052.1,-131.5
NONHSAT186054.1,-313.67
NONHSAT186055.1,-363.97
NONHSAT186056.1,-138
NONHSAT242816.1,-76.9
NONHSAT242817.1,-51.4
NONHSAT242818.1,-215.4
NONHSAT242819.1,-60.9
NONHSAT242820.1,-355.4
NONHSAT242825.1,-285.3
NONHSAT242826.1,-175.7
NONHSAT242827.1,-187.1
NONHSAT242829.1,-260.7
NONHSAT242830.1,-170.2
NONHSAT242832.1,-233.4
NONHSAT075712.2,-236.6
NONHSAT075713.2,-142.6
NONHSAT075714.2,-511.5
NONHSAT075716.2,-133.5
NONHSAT075717.2,-326.9
NONHSAT075720.2,-481.4
NONHSAT075721.2,-162.5
NONHSAT185964.1,-214.1
NONHSAT185965.1,-228.2
NONHSAT185966.1,-474.8
NONHSAT185967.1,-160.6
NONHSAT185968.1,-161.2
NONHSAT242786.1,-367.8
NONHSAT242787.1,-340.6
NONHSAT242789.1,-434.4
NONHSAT242790.1,-181
NONHSAT242791.1,-240.7
NONHSAT242792.1,-977
NONHSAT185939.1,-544
NONHSAT075527.2,-105.1
NONHSAT075528.2,-703.1
NONHSAT075529.2,-704.7
NONHSAT185903.1,-81.6
NONHSAT242740.1,-560.2
NONHSAT242741.1,-111.7
NONHSAT242742.1,-239.2
NONHSAT075505.2,-96.2
NONHSAT075507.2,-383.7
NONHSAT075509.2,-449.6
NONHSAT075511.2,-191.1
NONHSAT075513.2,-204.9
NONHSAT075514.2,-235.2
NONHSAT185895.1,-261.1
NONHSAT185896.1,-151.5
NONHSAT242728.1,-348.1
NONHSAT242729.1,-327.6
NONHSAT242730.1,-356.9
NONHSAT242731.1,-419.1
NONHSAT242732.1,-136.7
NONHSAT242734.1,-196.6
NONHSAT074744.2,-136.1
NONHSAT074745.2,-132.8
NONHSAT185603.1,-43.6
NONHSAT185604.1,-92.4
NONHSAT242620.1,-291.2
NONHSAT242621.1,-252.3
NONHSAT242622.1,-249.1
NONHSAT074567.2,-168.9
NONHSAT074574.2,-260.5
NONHSAT074576.2,-498.8
NONHSAT074577.2,-449
NONHSAT074578.2,-1041.9
NONHSAT074579.2,-1015.2
NONHSAT074580.2,-99.9
NONHSAT185566.1,-500.2
NONHSAT185567.1,-251.2
NONHSAT242589.1,-531.7
NONHSAT242590.1,-479.9
NONHSAT242591.1,-839.1
NONHSAT185549.1,-127.6
NONHSAT242565.1,-242.7
NONHSAT074001.2,-232.2
NONHSAT185466.1,-272
NONHSAT185467.1,-253.2
NONHSAT185468.1,-611.1
NONHSAT242508.1,-1300.6
NONHSAT242511.1,-1281.1
NONHSAT073984.2,-210.4
NONHSAT185450.1,-484.8
NONHSAT185451.1,-320.9
NONHSAT185452.1,-832.1
NONHSAT185453.1,-516.9
NONHSAT185454.1,-125.7
NONHSAT242491.1,-258.5
NONHSAT242497.1,-205.6
NONHSAT073944.2,-248
NONHSAT073945.2,-304.7
NONHSAT185438.1,-1062.3
NONHSAT242480.1,-1078.7
NONHSAT242482.1,-548.7
NONHSAT242483.1,-501.8
NONHSAT185068.1,-138.2
NONHSAT184966.1,-129
NONHSAT071291.2,-169.6
NONHSAT071303.2,-220.1
NONHSAT184807.1,-523.1
NONHSAT184809.1,-81.3
NONHSAT184811.1,-286.9
NONHSAT184812.1,-206.3
NONHSAT242108.1,-899.8
NONHSAT242109.1,-784.9
NONHSAT242113.1,-289.8
NONHSAT070997.2,-456.6
NONHSAT070998.2,-245.4
NONHSAT070999.2,-158.3
NONHSAT184725.1,-584.9
NONHSAT184726.1,-692.3
NONHSAT242041.1,-557.4
NONHSAT242042.1,-500
NONHSAT242043.1,-583.1
NONHSAT242044.1,-704.6
NONHSAT184676.1,-141.2
NONHSAT070610.2,-557.7
NONHSAT070611.2,-342.8
NONHSAT184613.1,-99.8
NONHSAT184614.1,-55.5
NONHSAT241975.1,-1022.1
NONHSAT241978.1,-860.2
NONHSAT241979.1,-779.4
NONHSAT241981.1,-361
NONHSAT184599.1,-61.9
NONHSAT070483.2,-185.6
NONHSAT070484.2,-156.5
NONHSAT184586.1,-89.9
NONHSAT184587.1,-76.9
NONHSAT184588.1,-369.4
NONHSAT184589.1,-181.3
NONHSAT241958.1,-639.8
NONHSAT241959.1,-715.9
NONHSAT241960.1,-158.4
NONHSAT070408.2,-131.4
NONHSAT070409.2,-139.4
NONHSAT184551.1,-424.9
NONHSAT241921.1,-1390.1
NONHSAT241922.1,-1219.1
NONHSAT184518.1,-93.1
NONHSAT184461.1,-124.7
NONHSAT184451.1,-101.2
NONHSAT184452.1,-96
NONHSAT184407.1,-132.3
NONHSAT184376.1,-120
NONHSAT184375.1,-209
NONHSAT069380.2,-435.5
NONHSAT069383.2,-184.8
NONHSAT069384.2,-172.3
NONHSAT069385.2,-171
NONHSAT069387.2,-50
NONHSAT069391.2,-948.7
NONHSAT184300.1,-750
NONHSAT184301.1,-430.37
NONHSAT241770.1,-56.7
NONHSAT241772.1,-90.8
NONHSAT241777.1,-554.7
NONHSAT184214.1,-340.5
NONHSAT184215.1,-108.7
NONHSAT184206.1,-97.2
NONHSAT184131.1,-104.5
NONHSAT183998.1,-304.7
NONHSAT183948.1,-228
NONHSAT077103.2,-72.6
NONHSAT183627.1,-841.7
NONHSAT076580.2,-418.7
NONHSAT076581.2,-139.7
NONHSAT183459.1,-55.9
NONHSAT183460.1,-43.3
NONHSAT183461.1,-142.5
NONHSAT241369.1,-632.8
NONHSAT183372.1,-718.5
NONHSAT183373.1,-552.7
NONHSAT076137.2,-185.2
NONHSAT076138.2,-330.3
NONHSAT076139.2,-234.1
NONHSAT076140.2,-212.2
NONHSAT076141.2,-183.6
NONHSAT076142.2,-195.6
NONHSAT076143.2,-191.6
NONHSAT076144.2,-251.3
NONHSAT076145.2,-170.8
NONHSAT183331.1,-184.1
NONHSAT183332.1,-205.4
NONHSAT183333.1,-152.9
NONHSAT183334.1,-64.8
NONHSAT183335.1,-42.3
NONHSAT183336.1,-205.5
NONHSAT183337.1,-197.5
NONHSAT183338.1,-182.1
NONHSAT183339.1,-224.3
NONHSAT183340.1,-312.1
NONHSAT183341.1,-185.6
NONHSAT183342.1,-218.57
NONHSAT183343.1,-164.5
NONHSAT183344.1,-27.2
NONHSAT241321.1,-283
NONHSAT241322.1,-505.8
NONHSAT241323.1,-413.3
NONHSAT241324.1,-191.9
NONHSAT241325.1,-588.3
NONHSAT241326.1,-297.5
NONHSAT183162.1,-115.7
NONHSAT182852.1,-158.7
NONHSAT182625.1,-304.5
NONHSAT182627.1,-39.3
NONHSAT241019.1,-1199.8
NONHSAT074041.2,-402.67
NONHSAT074042.2,-534.8
NONHSAT074043.2,-556.97
NONHSAT074045.2,-643.77
NONHSAT074047.2,-482.97
NONHSAT074048.2,-97
NONHSAT182543.1,-666.7
NONHSAT182544.1,-214.4
NONHSAT182545.1,-446.9
NONHSAT182463.1,-1126.5
NONHSAT182244.1,-144.17
NONHSAT072550.2,-927.6
NONHSAT182194.1,-27.4
NONHSAT182195.1,-147.1
NONHSAT240860.1,-491.3
NONHSAT182181.1,-105.6
NONHSAT072142.2,-357.5
NONHSAT072143.2,-131.2
NONHSAT072144.2,-157.9
NONHSAT072145.2,-200.5
NONHSAT072146.2,-234.7
NONHSAT072147.2,-150.3
NONHSAT072148.2,-214.1
NONHSAT072149.2,-201.5
NONHSAT072150.2,-219.4
NONHSAT072151.2,-139.1
NONHSAT072152.2,-190.2
NONHSAT072153.2,-110.2
NONHSAT072156.2,-160.2
NONHSAT182136.1,-440.3
NONHSAT182137.1,-440.3
NONHSAT182138.1,-87.1
NONHSAT182139.1,-141.3
NONHSAT240813.1,-204
NONHSAT240814.1,-152
NONHSAT240815.1,-114.3
NONHSAT240817.1,-1231.2
NONHSAT240818.1,-449.7
NONHSAT240819.1,-187.4
NONHSAT240820.1,-487
NONHSAT240822.1,-353
NONHSAT071725.2,-972.3
NONHSAT071726.2,-752.2
NONHSAT071727.2,-971
NONHSAT182031.1,-614.2
NONHSAT182032.1,-211.7
NONHSAT240729.1,-1022.8
NONHSAT240730.1,-389.2
NONHSAT240731.1,-945.6
NONHSAT240732.1,-900.1
NONHSAT240733.1,-367.1
NONHSAT240734.1,-186
NONHSAT181972.1,-287.7
NONHSAT181971.1,-136.9
NONHSAT071173.2,-376.1
NONHSAT071174.2,-894.3
NONHSAT071188.2,-114.97
NONHSAT071192.2,-501
NONHSAT071193.2,-390
NONHSAT071195.2,-214.4
NONHSAT071196.2,-130.9
NONHSAT071198.2,-151.4
NONHSAT071199.2,-152.7
NONHSAT071200.2,-137.1
NONHSAT071201.2,-115.34
NONHSAT071202.2,-107
NONHSAT071205.2,-122.6
NONHSAT071207.2,-203
NONHSAT071208.2,-59.24
NONHSAT181912.1,-849.9
NONHSAT181916.1,-210.2
NONHSAT181919.1,-131.5
NONHSAT181920.1,-117.6
NONHSAT181924.1,-126.9
NONHSAT181926.1,-272.94
NONHSAT181927.1,-138.34
NONHSAT240653.1,-174.9
NONHSAT240654.1,-602.8
NONHSAT240655.1,-290.5
NONHSAT240657.1,-671.4
NONHSAT240658.1,-369.7
NONHSAT240659.1,-277.9
NONHSAT240660.1,-242.3
NONHSAT240661.1,-145.2
NONHSAT181877.1,-176.2
NONHSAT181776.1,-181.9
NONHSAT070231.2,-403.1
NONHSAT070232.2,-180.5
NONHSAT070233.2,-177.1
NONHSAT070234.2,-189.8
NONHSAT070235.2,-708.7
NONHSAT070237.2,-191.1
NONHSAT070238.2,-174.7
NONHSAT070239.2,-495.68
NONHSAT070240.2,-84.1
NONHSAT070241.2,-161.7
NONHSAT070242.2,-95.3
NONHSAT070243.2,-119.9
NONHSAT070244.2,-142.9
NONHSAT070246.2,-1026.2
NONHSAT070248.2,-140.1
NONHSAT070249.2,-129.3
NONHSAT070250.2,-76.9
NONHSAT070251.2,-105.5
NONHSAT070254.2,-525.4
NONHSAT240521.1,-196.7
NONHSAT240522.1,-171.8
NONHSAT181586.1,-807.3
NONHSAT181511.1,-570.1
NONHSAT181512.1,-164.7
NONHSAT069409.2,-985.5
NONHSAT069411.2,-835.1
NONHSAT069412.2,-189.7
NONHSAT181377.1,-314.4
NONHSAT240403.1,-244
NONHSAT240404.1,-208.2
NONHSAT240405.1,-200.4
NONHSAT069203.2,-207.7
NONHSAT069204.2,-128.4
NONHSAT069206.2,-253.7
NONHSAT069207.2,-131.9
NONHSAT069213.2,-183.2
NONHSAT069214.2,-604.4
NONHSAT069215.2,-119.7
NONHSAT069218.2,-151.7
NONHSAT069222.2,-321.6
NONHSAT069223.2,-151.8
NONHSAT069224.2,-68.31
NONHSAT069225.2,-109
NONHSAT069226.2,-69
NONHSAT069227.2,-330.4
NONHSAT147073.2,-86.1
NONHSAT181280.1,-1172.07
NONHSAT181281.1,-1187.7
NONHSAT181288.1,-58.3
NONHSAT181289.1,-191.5
NONHSAT240358.1,-118.2
NONHSAT240359.1,-151.8
NONHSAT240360.1,-247
NONHSAT240361.1,-171.2
NONHSAT240362.1,-290.8
NONHSAT240364.1,-67.6
NONHSAT240365.1,-95.5
NONHSAT240367.1,-97.9
NONHSAT181199.1,-567.5
NONHSAT181200.1,-971.3
NONHSAT240315.1,-151.2
NONHSAT068593.2,-195.8
NONHSAT068596.2,-475.7
NONHSAT068604.2,-631.7
NONHSAT068605.2,-157.7
NONHSAT068606.2,-75
NONHSAT068607.2,-152.8
NONHSAT181124.1,-677.2
NONHSAT181125.1,-94.8
NONHSAT181126.1,-136.1
NONHSAT181127.1,-91.3
NONHSAT181128.1,-73.8
NONHSAT181129.1,-152.8
NONHSAT240266.1,-418.7
NONHSAT240268.1,-69.3
NONHSAT240269.1,-59.3
NONHSAT067052.2,-135.2
NONHSAT180498.1,-187.2
NONHSAT180873.1,-460.9
NONHSAT240097.1,-163.7
NONHSAT066036.2,-1182.8
NONHSAT066037.2,-379.2
NONHSAT066038.2,-216.7
NONHSAT066039.2,-200.3
NONHSAT180384.1,-500.7
NONHSAT180385.1,-279.3
NONHSAT239980.1,-629.7
NONHSAT064191.2,-487
NONHSAT064192.2,-704.2
NONHSAT064195.2,-96.5
NONHSAT180322.1,-27.5
NONHSAT180323.1,-410.9
NONHSAT239926.1,-681.1
NONHSAT064152.2,-151.8
NONHSAT064153.2,-307.1
NONHSAT064154.2,-215.5
NONHSAT064155.2,-152.3
NONHSAT064157.2,-93.6
NONHSAT064159.2,-186.5
NONHSAT064160.2,-223.1
NONHSAT064161.2,-392.6
NONHSAT064163.2,-143.2
NONHSAT064164.2,-137.1
NONHSAT064174.2,-136.2
NONHSAT180316.1,-41.8
NONHSAT180317.1,-145.4
NONHSAT180318.1,-252
NONHSAT180319.1,-131.1
NONHSAT180320.1,-95.1
NONHSAT180321.1,-73.4
NONHSAT239919.1,-455.8
NONHSAT239920.1,-347.8
NONHSAT239921.1,-388.4
NONHSAT180308.1,-132.6
NONHSAT064037.2,-510.5
NONHSAT064038.2,-1031.9
NONHSAT064040.2,-194.6
NONHSAT064041.2,-175.6
NONHSAT064042.2,-179.5
NONHSAT064043.2,-364.1
NONHSAT064045.2,-177.7
NONHSAT064058.2,-201.9
NONHSAT180291.1,-234
NONHSAT180292.1,-61.9
NONHSAT180293.1,-187.2
NONHSAT239895.1,-507.8
NONHSAT239896.1,-301.4
NONHSAT239897.1,-817.7
NONHSAT239898.1,-99.3
NONHSAT239899.1,-173.3
NONHSAT239901.1,-862.5
NONHSAT239902.1,-676.9
NONHSAT239903.1,-154.7
NONHSAT063705.2,-174
NONHSAT063706.2,-298.4
NONHSAT063710.2,-159.4
NONHSAT180257.1,-539.3
NONHSAT180258.1,-534.6
NONHSAT239846.1,-761.24
NONHSAT180195.1,-609.1
NONHSAT180149.1,-119.6
NONHSAT068099.2,-866
NONHSAT068100.2,-348.4
NONHSAT068101.2,-483.7
NONHSAT068102.2,-272.9
NONHSAT179974.1,-516.6
NONHSAT179975.1,-67.1
NONHSAT239553.1,-505.4
NONHSAT179757.1,-145.6
NONHSAT066012.2,-318.8
NONHSAT066013.2,-441.1
NONHSAT066014.2,-293.6
NONHSAT066015.2,-101.1
NONHSAT066016.2,-144.4
NONHSAT066020.2,-168.91
NONHSAT066021.2,-201.3
NONHSAT179713.1,-283.4
NONHSAT179714.1,-762.5
NONHSAT239329.1,-869.7
NONHSAT239333.1,-344.9
NONHSAT239334.1,-282.11
NONHSAT239337.1,-694.6
NONHSAT239338.1,-636.5
NONHSAT057099.2,-102.9
NONHSAT057100.2,-134.8
NONHSAT057101.2,-300.6
NONHSAT057102.2,-87.9
NONHSAT177381.1,-74
NONHSAT177382.1,-657.5
NONHSAT178777.1,-274.7
NONHSAT238342.1,-474.5
NONHSAT238343.1,-1212.5
NONHSAT056992.2,-180.4
NONHSAT056993.2,-93.1
NONHSAT056994.2,-136.8
NONHSAT056995.2,-172.1
NONHSAT056996.2,-124.7
NONHSAT056997.2,-379.6
NONHSAT177360.1,-171.8
NONHSAT178770.1,-809.2
NONHSAT238323.1,-492.1
NONHSAT238324.1,-74.9
NONHSAT059092.2,-995.3
NONHSAT059093.2,-659.6
NONHSAT059094.2,-829.2
NONHSAT178427.1,-50
NONHSAT178428.1,-284.4
NONHSAT238867.1,-150
NONHSAT238868.1,-1089.4
NONHSAT059012.2,-111.7
NONHSAT059013.2,-270.7
NONHSAT059015.2,-484.1
NONHSAT059016.2,-532.3
NONHSAT059017.2,-531.4
NONHSAT059018.2,-548.9
NONHSAT059023.2,-128.1
NONHSAT178392.1,-53.3
NONHSAT178393.1,-851.8
NONHSAT178394.1,-761
NONHSAT178398.1,-87.9
NONHSAT238855.1,-183.1
NONHSAT238856.1,-192.9
NONHSAT238857.1,-120.9
NONHSAT238859.1,-180.1
NONHSAT238860.1,-119.3
NONHSAT238861.1,-190.7
NONHSAT238862.1,-74
NONHSAT238863.1,-56.6
NONHSAT058719.2,-137.6
NONHSAT058722.2,-110.6
NONHSAT178293.1,-41.5
NONHSAT238798.1,-81
NONHSAT058623.2,-152.7
NONHSAT058624.2,-107.8
NONHSAT058625.2,-81.9
NONHSAT058626.2,-115.8
NONHSAT058629.2,-168.6
NONHSAT058638.2,-131.5
NONHSAT178276.1,-112
NONHSAT178277.1,-93.4
NONHSAT178278.1,-107.1
NONHSAT178279.1,-226.2
NONHSAT238765.1,-138.8
NONHSAT238768.1,-138.2
NONHSAT238769.1,-392.8
NONHSAT238770.1,-327.5
NONHSAT238771.1,-186.7
NONHSAT238772.1,-131.4
NONHSAT238773.1,-228.7
NONHSAT238775.1,-263
NONHSAT238776.1,-871.2
NONHSAT238777.1,-398.9
NONHSAT238778.1,-392.6
NONHSAT057206.2,-746.1
NONHSAT057207.2,-77.9
NONHSAT178191.1,-51.5
NONHSAT178192.1,-50.85
NONHSAT178193.1,-242.6
NONHSAT238676.1,-481.2
NONHSAT238677.1,-136.7
NONHSAT238678.1,-91.7
NONHSAT238679.1,-81.3
NONHSAT238680.1,-312.6
NONHSAT238681.1,-502.7
NONHSAT238682.1,-503.9
NONHSAT238683.1,-549.9
NONHSAT238684.1,-551.6
NONHSAT238685.1,-501.9
NONHSAT238689.1,-481.9
NONHSAT178143.1,-196.5
NONHSAT058754.2,-160.9
NONHSAT058755.2,-163.5
NONHSAT058765.2,-475.3
NONHSAT058766.2,-863.5
NONHSAT058768.2,-108.3
NONHSAT177550.1,-86.1
NONHSAT177551.1,-279.2
NONHSAT177552.1,-103.6
NONHSAT177553.1,-277.2
NONHSAT177556.1,-141.8
NONHSAT177557.1,-149.7
NONHSAT177559.1,-32
NONHSAT238416.1,-126.4
NONHSAT177473.1,-152.4
NONHSAT177410.1,-229
NONHSAT177402.1,-201
NONHSAT177398.1,-90
NONHSAT177351.1,-225.3
NONHSAT146097.2,-151.8
NONHSAT176824.1,-620.1
NONHSAT237064.1,-433.2
NONHSAT055117.2,-201.6
NONHSAT055123.2,-171.2
NONHSAT055124.2,-849.4
NONHSAT055125.2,-371.8
NONHSAT055126.2,-123.8
NONHSAT055128.2,-594.3
NONHSAT055129.2,-381.4
NONHSAT055130.2,-134.1
NONHSAT055131.2,-964.2
NONHSAT176418.1,-80.3
NONHSAT176419.1,-100.3
NONHSAT176420.1,-1078
NONHSAT176421.1,-136.6
NONHSAT176422.1,-1736
NONHSAT238096.1,-300.4
NONHSAT238097.1,-917
NONHSAT053758.2,-73.7
NONHSAT053759.2,-66.5
NONHSAT053760.2,-1070.2
NONHSAT053761.2,-645.9
NONHSAT053762.2,-1193.5
NONHSAT053763.2,-832.6
NONHSAT053764.2,-656.2
NONHSAT053765.2,-450.6
NONHSAT176222.1,-88.78
NONHSAT237903.1,-1291.9
NONHSAT237904.1,-306.2
NONHSAT237905.1,-191.6
NONHSAT052997.2,-319.4
NONHSAT176101.1,-573.1
NONHSAT237848.1,-949.3
NONHSAT237849.1,-629.3
NONHSAT237850.1,-525.2
NONHSAT237851.1,-354.2
NONHSAT146497.2,-211.2
NONHSAT146511.2,-260.2
NONHSAT176032.1,-142.9
NONHSAT237780.1,-1013.1
NONHSAT237781.1,-945.5
NONHSAT237782.1,-68.6
NONHSAT237785.1,-561.6
NONHSAT145597.2,-72.1
NONHSAT175928.1,-214.1
NONHSAT237735.1,-855.8
NONHSAT237736.1,-335.4
NONHSAT237737.1,-260.5
NONHSAT237738.1,-131
NONHSAT175927.1,-629.1
NONHSAT145372.2,-810.5
NONHSAT145373.2,-136.8
NONHSAT175900.1,-313
NONHSAT175833.1,-116.8
NONHSAT056217.2,-362
NONHSAT175681.1,-360.5
NONHSAT175682.1,-80.4
NONHSAT237529.1,-1133.9
NONHSAT237533.1,-585.6
NONHSAT237534.1,-927.5
NONHSAT056030.2,-378
NONHSAT056032.2,-238.1
NONHSAT056037.2,-677.3
NONHSAT056039.2,-702.7
NONHSAT056040.2,-698
NONHSAT056041.2,-166
NONHSAT056042.2,-193.3
NONHSAT056043.2,-139.6
NONHSAT056044.2,-1072.4
NONHSAT056045.2,-176.3
NONHSAT056046.2,-671.1
NONHSAT056047.2,-555.6
NONHSAT056048.2,-1064.5
NONHSAT056049.2,-456.1
NONHSAT175623.1,-254.2
NONHSAT175624.1,-246.8
NONHSAT175627.1,-1202.3
NONHSAT237510.1,-517.1
NONHSAT237511.1,-322.6
NONHSAT237512.1,-1236.3
NONHSAT175625.1,-98.34
NONHSAT053005.2,-352.6
NONHSAT053006.2,-372.1
NONHSAT175111.1,-294.3
NONHSAT237154.1,-1256.4
NONHSAT052141.2,-139.9
NONHSAT146843.2,-994.7
NONHSAT146844.2,-205
NONHSAT146846.2,-208
NONHSAT146847.2,-269.5
NONHSAT146848.2,-924.1
NONHSAT146855.2,-157.6
NONHSAT146856.2,-629.6
NONHSAT146859.2,-203.9
NONHSAT146860.2,-552.8
NONHSAT146861.2,-246.5
NONHSAT146862.2,-206.5
NONHSAT146863.2,-310.2
NONHSAT146864.2,-375.4
NONHSAT146865.2,-719
NONHSAT146866.2,-192.8
NONHSAT146867.2,-69.4
NONHSAT146868.2,-190.8
NONHSAT174994.1,-284.9
NONHSAT174995.1,-130.1
NONHSAT174996.1,-251.7
NONHSAT174997.1,-265.7
NONHSAT174998.1,-199.4
NONHSAT174999.1,-72.5
NONHSAT175001.1,-300.1
NONHSAT237079.1,-221.4
NONHSAT237080.1,-317.38
NONHSAT237081.1,-608.2
NONHSAT237082.1,-854.71
NONHSAT237084.1,-686.3
NONHSAT237085.1,-824.2
NONHSAT237086.1,-828.3
NONHSAT237087.1,-517.7
NONHSAT237088.1,-943.1
NONHSAT237091.1,-1037.4
NONHSAT237093.1,-707.8
NONHSAT237094.1,-708.2
NONHSAT174891.1,-200.6
NONHSAT145617.2,-175
NONHSAT145618.2,-889.4
NONHSAT145620.2,-145.6
NONHSAT145623.2,-165.6
NONHSAT145624.2,-191.8
NONHSAT145625.2,-158.7
NONHSAT145626.2,-133.9
NONHSAT174863.1,-353.4
NONHSAT174864.1,-177.7
NONHSAT174866.1,-1298.8
NONHSAT174867.1,-1007
NONHSAT237021.1,-402
NONHSAT237022.1,-273.7
NONHSAT237023.1,-332
NONHSAT237024.1,-275.7
NONHSAT143554.2,-110.4
NONHSAT143557.2,-802.94
NONHSAT143558.2,-303.3
NONHSAT143559.2,-78.7
NONHSAT143560.2,-132.3
NONHSAT143562.2,-673
NONHSAT143565.2,-642.1
NONHSAT143567.2,-94.6
NONHSAT143568.2,-840.2
NONHSAT143577.2,-154
NONHSAT143582.2,-251.1
NONHSAT143583.2,-155.9
NONHSAT143589.2,-99.1
NONHSAT174024.1,-47.1
NONHSAT174025.1,-508.8
NONHSAT174027.1,-88.8
NONHSAT174567.1,-264
NONHSAT236738.1,-489.07
NONHSAT236739.1,-52.5
NONHSAT236742.1,-199.6
NONHSAT236743.1,-302.1
NONHSAT236744.1,-232.4
NONHSAT236745.1,-372.5
NONHSAT236746.1,-251.5
NONHSAT236747.1,-618.9
NONHSAT236748.1,-643
NONHSAT236749.1,-583.1
NONHSAT236752.1,-210
NONHSAT236753.1,-405.3
NONHSAT236754.1,-176.6
NONHSAT236755.1,-233.6
NONHSAT236756.1,-194.6
NONHSAT236757.1,-188.3
NONHSAT236760.1,-127.3
NONHSAT141816.2,-687.5
NONHSAT141822.2,-148.8
NONHSAT173769.1,-334.6
NONHSAT173770.1,-1424.6
NONHSAT174370.1,-480.4
NONHSAT144460.2,-219.6
NONHSAT144461.2,-849.1
NONHSAT174215.1,-209.7
NONHSAT236898.1,-302.6
NONHSAT236899.1,-215.3
NONHSAT236904.1,-1108.9
NONHSAT236905.1,-832.7
NONHSAT143849.2,-59.6
NONHSAT143859.2,-851.2
NONHSAT143860.2,-488.3
NONHSAT143861.2,-488
NONHSAT143862.2,-456
NONHSAT143863.2,-515
NONHSAT143864.2,-201.2
NONHSAT143867.2,-203
NONHSAT143868.2,-128.6
NONHSAT174084.1,-568.5
NONHSAT174085.1,-60
NONHSAT174086.1,-98.7
NONHSAT174088.1,-60.1
NONHSAT236799.1,-572.5
NONHSAT236800.1,-546.5
NONHSAT236801.1,-732.2
NONHSAT236802.1,-733.2
NONHSAT236803.1,-539.2
NONHSAT236804.1,-439.9
NONHSAT143134.2,-431.8
NONHSAT143135.2,-249.3
NONHSAT143136.2,-486.6
NONHSAT143137.2,-213.1
NONHSAT143139.2,-133.3
NONHSAT143140.2,-65.7
NONHSAT143142.2,-306.8
NONHSAT143143.2,-182
NONHSAT143144.2,-135.9
NONHSAT143145.2,-392.8
NONHSAT173986.1,-391.2
NONHSAT173987.1,-917.6
NONHSAT236702.1,-314.1
NONHSAT236703.1,-374.7
NONHSAT236705.1,-289.1
NONHSAT236709.1,-1279.9
NONHSAT142604.2,-93.3
NONHSAT142605.2,-192
NONHSAT142607.2,-543.2
NONHSAT142608.2,-371.3
NONHSAT142612.2,-447.8
NONHSAT142614.2,-120
NONHSAT142615.2,-99.5
NONHSAT142617.2,-419.8
NONHSAT142618.2,-379.3
NONHSAT173908.1,-119.7
NONHSAT173909.1,-288
NONHSAT173910.1,-763.5
NONHSAT173911.1,-284
NONHSAT236613.1,-138.1
NONHSAT236614.1,-239.4
NONHSAT236615.1,-671
NONHSAT236618.1,-707.1
NONHSAT236619.1,-514.9
NONHSAT236620.1,-436.8
NONHSAT236629.1,-667.5
NONHSAT236630.1,-910.5
NONHSAT236634.1,-165.4
NONHSAT236636.1,-453.8
NONHSAT236637.1,-297.3
NONHSAT140822.2,-126.4
NONHSAT140826.2,-143.4
NONHSAT173665.1,-492.7
NONHSAT173668.1,-62.5
NONHSAT236415.1,-291.3
NONHSAT236418.1,-1038.2
NONHSAT173581.1,-168.1
NONHSAT147809.2,-931.4
NONHSAT147810.2,-315.4
NONHSAT147811.2,-233
NONHSAT147813.2,-198.5
NONHSAT147818.2,-527.3
NONHSAT147820.2,-968.1
NONHSAT147822.2,-210.2
NONHSAT147823.2,-98.5
NONHSAT147825.2,-454.5
NONHSAT173526.1,-381.1
NONHSAT236299.1,-506.6
NONHSAT236301.1,-967
NONHSAT236302.1,-265.2
NONHSAT052117.2,-1618.5
NONHSAT173520.1,-122.8
NONHSAT236295.1,-311.9
NONHSAT141701.2,-608.6
NONHSAT141703.2,-1087.9
NONHSAT141705.2,-236.5
NONHSAT141706.2,-158.3
NONHSAT172852.1,-96.5
NONHSAT172853.1,-369.5
NONHSAT235954.1,-172.2
NONHSAT235956.1,-105.9
NONHSAT235957.1,-797.9
NONHSAT235958.1,-1199.4
NONHSAT235959.1,-819.1
NONHSAT141660.2,-663.3
NONHSAT141661.2,-250.9
NONHSAT141662.2,-229.6
NONHSAT141663.2,-171.2
NONHSAT172845.1,-270.9
NONHSAT172846.1,-267.9
