transID,eng
NONMMUT001382.2,-485.4
NONMMUT001383.2,-768.4
NONMMUT001384.2,-633.2
NONMMUT001386.2,-419
NONMMUT001388.2,-472.3
NONMMUT001389.2,-345.9
NONMMUT001390.2,-443
NONMMUT001391.2,-421.7
NONMMUT001395.2,-921.9
NONMMUT001397.2,-1006.8
NONMMUT077985.1,-492.35
NONMMUT077986.1,-110.35
NONMMUT001398.2,-603.2
NONMMUT001399.2,-667.6
NONMMUT001400.2,-661.5
NONMMUT001402.2,-748.3
NONMMUT001404.2,-795.7
NONMMUT001406.2,-243.5
NONMMUT001407.2,-590
NONMMUT075633.1,-475.8
NONMMUT001425.2,-67.2
NONMMUT075646.1,-267.9
NONMMUT075647.1,-141.6
NONMMUT075648.1,-300.9
NONMMUT075649.1,-108.7
NONMMUT138631.1,-433.2
NONMMUT001427.2,-987.5
NONMMUT001431.2,-878.2
NONMMUT078011.1,-220.1
NONMMUT078012.1,-222.5
NONMMUT078013.1,-1838.8
NONMMUT139050.1,-1344.7
NONMMUT139051.1,-1448.3
NONMMUT139052.1,-1788.5
NONMMUT139053.1,-1465.7
NONMMUT139054.1,-1410.3
NONMMUT139055.1,-1457.9
NONMMUT139056.1,-1461.6
NONMMUT139057.1,-1424.3
NONMMUT139058.1,-1542.8
NONMMUT001433.2,-327.2
NONMMUT001434.2,-151.7
NONMMUT001435.2,-228.1
NONMMUT001436.2,-217.8
NONMMUT078016.1,-409.8
NONMMUT078017.1,-414.7
NONMMUT005628.2,-179
NONMMUT005629.2,-133.3
NONMMUT081973.1,-236.3
ENSMUST00000183083.8,-177.20 
ENSMUST00000183087.2,-201.70 
NR_027970.1,-318.5
NR_045995.1,-375.6
NR_037956.1,-208.8
NR_037955.1,-189.8
NR_040496.1,-278.8
NR_138563.1,-286.9
NR_045814.1,-708
NR_045812.1,-176.1
NR_130956.1,-867.1
NR_037961.1,-166
NR_037960.1,-160.9
NR_038168.1,-161.4
NR_166725.1,-270.5
NR_166726.1,-191
NR_045709.1,-255.5
NR_045273.1,-154.4
NR_045442.1,-199.7
NR_045443.1,-149.1
NR_040497.1,-162.8
NR_040255.1,-130.8
NR_166912.2,-326.8
NR_168725.1,-311.5
NR_166913.2,-233
NR_166907.1,-333.2
NR_166908.1,-304.6
NR_166909.1,-310
NR_166910.1,-284.5
NR_045699.1,-595.4
NR_045700.1,-309.3
NR_040509.1,-277.8
NR_015613.1,-1015.6
NR_027909.1,-972.7
NR_045918.1,-135.7
NR_045732.1,-177.2
NR_038180.1,-265.3
NR_015541.3,-292.1
NR_033216.1,-241.3
NR_015475.1,-514
NR_027903.1,-416.9
NR_027904.1,-418.7
NR_045467.1,-89.1
NR_045931.1,-159.1
NR_045933.1,-505
NR_108037.1,-293.8
NR_131044.1,-665.2
NR_131043.1,-113.9
NR_166501.1,-514.4
NR_027821.1,-723
NR_027819.1,-326.4
NR_027820.1,-257.1
NR_045798.1,-614.8
NR_040641.1,-86.5
NR_130986.1,-78.5
NR_028285.1,-135.4
NR_040265.1,-221.4
NR_040268.1,-162.5
NR_040266.1,-163.1
NR_126553.1,-211.2
NR_126555.1,-152.7
NR_126556.1,-73.2
NR_040373.1,-141.8
NR_028428.1,-1352.1
NR_131930.1,-843.6
NR_015483.3,-787.8
NR_131931.1,-797.4
NR_040725.2,-230.8
NR_131929.1,-195.4
NR_131928.1,-162.2
NR_045172.1,-270.6
NR_045040.1,-399.27
NR_045042.1,-395.97
NR_033198.1,-496.3
NR_045363.2,-369.9
NR_015522.2,-265.4
NR_144294.1,-675.5
NR_040438.1,-316.1
NR_015510.1,-242.2
NR_033631.1,-877.3
NR_166622.1,-966.3
NR_040276.1,-819
NR_045290.1,-1020.7
NR_130160.1,-372.6
NR_102341.1,-598.1
NR_102342.1,-574.1
NR_046034.1,-570.5
NR_131110.1,-899.2
NR_163911.1,-184.7
NR_045957.1,-208.1
NR_033171.1,-233.3
NR_040543.1,-205
NR_131071.1,-207.4
NR_045806.1,-383.2
NR_038183.1,-315.9
NR_045059.1,-637.4
NR_040501.1,-139.7
NR_040700.1,-178.5
NR_169165.1,-480.5
NR_169170.1,-484.4
NR_169166.1,-481.7
NR_169167.1,-475.9
NR_169172.1,-443
NR_169168.1,-387.4
NR_169171.1,-387.37
NR_169169.1,-391.3
NR_040736.1,-220.9
NR_108059.1,-764.9
NR_045973.1,-485.3
NR_131760.1,-327.1
NR_131106.1,-124.9
NR_152221.1,-345.1
NR_110449.1,-333.3
NR_045735.1,-309.8
NR_040663.1,-506.1
NR_045440.1,-179.9
NR_045975.1,-285.1
NR_040665.1,-114.6
NR_040516.1,-121.4
NR_030689.1,-158.2
NR_131089.1,-724.77
NR_037999.1,-622.6
NR_028259.1,-957.2
NR_046036.1,-252.2
NR_044986.1,-487.7
NR_040498.1,-287.6
NR_163147.1,-553.4
NR_045853.1,-418.4
NR_040719.1,-407.4
NR_040510.1,-517.1
NR_168890.1,-487
NR_038010.1,-600.3
NR_045424.1,-320.3
NR_045425.1,-191.7
NR_015478.2,-509.3
NR_040466.1,-794.5
NR_015548.1,-523.1
NR_029446.1,-375.1
NR_040503.1,-497.9
NR_027961.1,-445.5
NR_152165.1,-673.3
NR_040626.1,-700.6
NR_024328.1,-720.4
NR_152128.1,-830.5
NR_015587.3,-434.2
NR_040273.1,-391.2
NR_040274.1,-381
NR_040275.1,-308.7
NR_131098.1,-263.1
NR_131099.1,-132.17
NR_131100.1,-70
NR_040483.1,-295.5
NR_015530.2,-272
NR_046017.1,-319.2
NR_015610.2,-1230.6
NR_015472.2,-1227.6
NR_102378.1,-752.2
NR_038006.1,-1007.8
NR_027827.2,-511.4
NR_152125.1,-142.5
NR_040374.1,-777.24
NR_015566.2,-1615
NR_046014.1,-410.2
NR_102290.1,-198.6
NR_040324.1,-948
NR_040325.1,-925.5
NR_028376.1,-1190.8
NR_028377.1,-172.9
NR_040332.1,-643.3
NR_077219.1,-254.3
NR_130167.1,-294.6
NR_038027.1,-394
NR_038028.1,-351.9
NR_169087.1,-433.4
NR_160863.2,-430.2
NR_160859.2,-436.3
NR_160862.2,-423.1
NR_160860.2,-426
NR_169086.1,-417.1
NR_160861.2,-372
NR_040765.1,-545
NR_130960.1,-1440.9
NR_130961.1,-1170.3
NR_152222.1,-285.6
NR_015499.3,-959
NR_160691.1,-961.6
NR_045355.1,-313
NR_028422.1,-552.9
NR_045701.1,-301.3
NR_045455.1,-964.3
NR_045456.1,-205
NR_126329.1,-1093.9
NR_038050.1,-1118
NR_038047.1,-1117.3
NR_038048.1,-1054.8
NR_038049.1,-993.1
NR_102304.1,-444.37
NR_102305.1,-423.37
NR_045330.1,-379.2
NR_015388.2,-1127.8
NR_155495.1,-1124
NR_155496.1,-1101.8
NR_168905.1,-939.8
NR_045190.2,-255.57
NR_151606.1,-500.6
NR_132444.1,-481.7
NR_169137.1,-676.3
NR_003248.3,-1400.2
NR_028380.1,-1208
NR_028381.1,-1279.39
NR_040379.1,-818.4
NR_040380.1,-779.4
NR_028592.1,-1348.3
NR_028593.1,-499.1
NR_152168.1,-262.8
NR_045793.1,-1452.3
NR_045282.1,-609.3
NR_167661.1,-671.1
NR_168746.1,-595.4
NR_168738.1,-607.7
NR_168735.1,-562.6
NR_168744.1,-528.9
NR_168743.1,-500.2
NR_168736.1,-494.4
NR_168742.1,-484.9
NR_168740.1,-452.6
NR_168745.1,-456.9
NR_168741.1,-423
NR_168737.1,-387.5
NR_168739.1,-376.8
NR_045879.1,-849.4
NR_015348.1,-741.8
NR_002855.3,-2000.87
NR_015539.2,-448.3
NR_003513.3,-1167.4
NR_002867.2,-419
NR_120500.1,-658.9
NR_003270.2,-103.7
NR_045783.1,-709.9
NR_036630.1,-1084.9
NR_110430.1,-1023.9
NR_110432.1,-999.9
NR_110431.1,-992.1
NR_046047.1,-400.8
NR_126067.1,-203.9
NR_126068.1,-125.5
NR_033582.1,-711
NR_001463.3,-4980.67
NR_001570.2,-3341.87
NR_002870.2,-2036.5
NR_027008.1,-332.6
NR_027009.1,-276.7
NR_027010.1,-177.3
NR_033657.1,-3530.5
NR_003718.2,-3515
NR_155355.1,-966.8
NR_033503.1,-1256.7
NR_130166.1,-996.4
NR_130157.1,-291.6
NR_045032.2,-812.9
NR_155303.1,-248.1
NR_040316.1,-681
NR_040386.1,-657.9
NR_028264.1,-462.5
NR_040709.1,-1368
NR_040393.1,-407.9
NR_040394.1,-405
NR_040395.1,-382.5
NR_040396.1,-343.7
NR_040397.1,-340.1
NR_152187.1,-1215.2
NR_045715.1,-801.6
NR_045716.1,-758.4
NR_045743.1,-450
NR_126558.1,-656
NR_033140.1,-611.8
NR_033139.1,-592.3
NR_030718.1,-700.6
NONMMUT074764.2,-119.4
NONMMUT074725.2,-47.3
NONMMUT074728.2,-1247.8
NONMMUT074729.2,-1534.4
NONMMUT074730.2,-113.1
NONMMUT074731.2,-551.6
NONMMUT074732.2,-100.8
NONMMUT074734.2,-192.3
NONMMUT137631.1,-112
NONMMUT154387.1,-1110.4
NONMMUT074724.2,-436
NONMMUT074716.2,-266.3
NONMMUT074709.2,-774
NONMMUT074710.2,-793.77
NONMMUT074713.2,-932.4
NONMMUT074714.2,-369
NONMMUT074715.2,-767.62
NONMMUT074699.2,-481.7
NONMMUT074698.2,-432.6
NONMMUT074697.2,-874.27
NONMMUT074696.2,-681.5
NONMMUT074694.2,-579.3
NONMMUT074685.2,-411.1
NONMMUT074684.2,-745.5
NONMMUT074681.2,-418.6
NONMMUT074680.2,-639.9
NONMMUT074678.2,-1413.59
NONMMUT074677.2,-664.3
NONMMUT074670.2,-140.2
NONMMUT074653.2,-518.7
NONMMUT074650.2,-391.9
NONMMUT074648.2,-836.3
NONMMUT074642.2,-818.3
NONMMUT074639.2,-582
NONMMUT074637.2,-441.68
NONMMUT074620.2,-753
NONMMUT074623.2,-155.5
NONMMUT074618.2,-591.2
NONMMUT074619.2,-977.2
NONMMUT074615.2,-782.2
NONMMUT074614.2,-133.7
NONMMUT074613.2,-235.9
NONMMUT154380.1,-230.1
NONMMUT074605.2,-1128.88
NONMMUT074604.2,-424.3
NONMMUT074603.2,-622.3
NONMMUT074593.2,-217.7
NONMMUT074592.2,-263.1
NONMMUT074591.2,-618.28
NONMMUT074590.2,-413.9
NONMMUT074581.2,-187.4
NONMMUT074578.2,-720.6
NONMMUT074575.2,-357.67
NONMMUT074574.2,-1039.5
NONMMUT074572.2,-504.9
NONMMUT074571.2,-610.58
NONMMUT074569.2,-549.7
NONMMUT074567.2,-639.2
NONMMUT074566.2,-737.3
NONMMUT074564.2,-605.9
NONMMUT074563.2,-467.1
NONMMUT074562.2,-414.7
NONMMUT074554.2,-1078.2
NONMMUT074553.2,-341.8
NONMMUT074547.2,-481.8
NONMMUT074538.2,-543.2
NONMMUT074537.2,-350.2
NONMMUT074536.2,-1255.9
NONMMUT074533.2,-1217.5
NONMMUT074534.2,-426.19
NONMMUT074531.2,-53.6
NONMMUT074530.2,-144.6
NONMMUT074526.2,-496.6
NONMMUT074524.2,-1218.4
NONMMUT074523.2,-248.8
NONMMUT074519.2,-896
NONMMUT074516.2,-518.7
NONMMUT074517.2,-237.2
NONMMUT074513.2,-755.75
NONMMUT074512.2,-629.8
NONMMUT074511.2,-670.9
NONMMUT074509.2,-387.3
NONMMUT074510.2,-961.8
NONMMUT074508.2,-571.27
NONMMUT074507.2,-591.9
NONMMUT074497.2,-674.7
NONMMUT074495.2,-861.6
NONMMUT074489.2,-138.9
NONMMUT074468.2,-404.1
NONMMUT074459.2,-419.24
NONMMUT074458.2,-828.2
NONMMUT074432.2,-110.4
NONMMUT074427.2,-593.95
NONMMUT074429.2,-768.4
NONMMUT074418.2,-770
NONMMUT074404.2,-467.8
NONMMUT074401.2,-570.4
NONMMUT074387.2,-768.3
NONMMUT074386.2,-990.7
NONMMUT074385.2,-195.5
NONMMUT074384.2,-375.2
NONMMUT074383.2,-113.9
NONMMUT074379.2,-687.3
NONMMUT074378.2,-58.1
NONMMUT074376.2,-312.4
NONMMUT074375.2,-718.5
NONMMUT074363.2,-892.5
NONMMUT074362.2,-1520.1
NONMMUT074353.2,-831.3
NONMMUT074352.2,-188.9
NONMMUT074348.2,-508.1
NONMMUT074347.2,-304.4
NONMMUT074345.2,-338.5
NONMMUT074337.2,-95.6
NONMMUT074336.2,-890.1
NONMMUT074330.2,-631.5
NONMMUT074328.2,-625.9
NONMMUT074327.2,-708.2
NONMMUT074326.2,-659.9
NONMMUT074315.2,-125
NONMMUT074307.2,-1316.6
NONMMUT074308.2,-1202
NONMMUT074309.2,-1181.6
NONMMUT074310.2,-82.4
NONMMUT074311.2,-588.7
NONMMUT074312.2,-574
NONMMUT137560.1,-3038.2
NONMMUT074304.2,-922.1
NONMMUT074303.2,-129.4
NONMMUT154242.1,-881.7
NONMMUT074302.2,-883.9
NONMMUT074300.2,-285.7
NONMMUT074226.2,-585.8
NONMMUT074225.2,-472.82
NONMMUT074220.2,-544.7
NONMMUT074210.2,-619.1
NONMMUT074195.2,-488.1
NONMMUT074196.2,-195.3
NONMMUT074192.2,-878.7
NONMMUT074193.2,-655.9
NONMMUT074187.2,-264.14
NONMMUT074186.2,-419.2
NONMMUT074185.2,-1099.1
NONMMUT074183.2,-280
NONMMUT074182.2,-479.5
NONMMUT074181.2,-161.3
NONMMUT074180.2,-511.7
NONMMUT074178.2,-499.8
NONMMUT074177.2,-642
NONMMUT074161.2,-680.5
NONMMUT074160.2,-557.37
NONMMUT137456.1,-94.3
NONMMUT137457.1,-41.3
NONMMUT137458.1,-56.7
NONMMUT074156.2,-296.98
NONMMUT074154.2,-871.6
NONMMUT074153.2,-738.87
NONMMUT074152.2,-822.8
NONMMUT074148.2,-534.2
NONMMUT074147.2,-969.9
NONMMUT074145.2,-632.5
NONMMUT074146.2,-335.1
NONMMUT074144.2,-670.6
NONMMUT074143.2,-1024.5
NONMMUT136440.1,-1502.1
NONMMUT074140.2,-393
NONMMUT074132.2,-509.5
NONMMUT074131.2,-683.4
NONMMUT074129.2,-477.8
NONMMUT074101.2,-537.5
NONMMUT074102.2,-119.9
NONMMUT074103.2,-73.2
NONMMUT074104.2,-56.2
NONMMUT074105.2,-201.3
NONMMUT074097.2,-669.7
NONMMUT074093.2,-641.9
NONMMUT074084.2,-496.1
NONMMUT074078.2,-649.6
NONMMUT074080.2,-564.8
NONMMUT074081.2,-720.1
NONMMUT137429.1,-208.2
NONMMUT137430.1,-102.5
NONMMUT137432.1,-170.6
NONMMUT137433.1,-144.8
NONMMUT137437.1,-132.7
NONMMUT137438.1,-742.25
NONMMUT074075.2,-792.7
NONMMUT074074.2,-518.7
NONMMUT074069.2,-435.8
NONMMUT074068.2,-595.1
NONMMUT074049.2,-559.2
NONMMUT074047.2,-606.3
NONMMUT074046.2,-494.8
NONMMUT074045.2,-1112.8
NONMMUT074036.2,-345.7
NONMMUT074034.2,-342.9
NONMMUT074035.2,-265.1
NONMMUT074022.2,-994.7
NONMMUT074008.2,-606.3
NONMMUT073984.2,-151.6
NONMMUT073963.2,-1097.8
NONMMUT073964.2,-342.9
NONMMUT073965.2,-439.1
NONMMUT073966.2,-945.5
NONMMUT073967.2,-352.5
NONMMUT136397.1,-54.54
NONMMUT136398.1,-123.6
NONMMUT136402.1,-93.5
NONMMUT136403.1,-456.4
NONMMUT073959.2,-334.1
NONMMUT073960.2,-97.7
NONMMUT073961.2,-218.1
NONMMUT136395.1,-83.2
NONMMUT136396.1,-137.9
NONMMUT136384.1,-3348.95
NONMMUT073946.2,-86
NONMMUT073944.2,-428.6
NONMMUT073943.2,-269.8
NONMMUT073942.2,-725.7
NONMMUT073917.2,-621.3
NONMMUT073892.2,-559
NONMMUT073891.2,-906.2
NONMMUT073890.2,-684.5
NONMMUT073886.2,-673.4
NONMMUT073877.2,-775.8
NONMMUT073860.2,-252.1
NONMMUT073859.2,-195.5
NONMMUT073858.2,-711
NONMMUT073857.2,-630.3
NONMMUT073856.2,-127.3
NONMMUT073854.2,-310.8
NONMMUT073853.2,-227.1
NONMMUT073851.2,-367.27
NONMMUT073801.2,-68.2
NONMMUT073800.2,-374.5
NONMMUT073772.2,-540.6
NONMMUT073770.2,-258.1
NONMMUT073769.2,-459.1
NONMMUT073767.2,-392.74
NONMMUT073765.2,-983.04
NONMMUT073759.2,-495.3
NONMMUT073754.2,-552.8
NONMMUT073720.2,-302.2
NONMMUT073718.2,-240.4
NONMMUT073706.2,-264.5
NONMMUT073705.2,-732.2
NONMMUT073703.2,-669.79
NONMMUT073694.2,-541.5
NONMMUT073693.2,-740.1
NONMMUT073692.2,-415.6
NONMMUT073691.2,-613.44
NONMMUT073688.2,-90.8
NONMMUT073689.2,-371.5
NONMMUT154352.1,-306.8
NONMMUT073681.2,-287
NONMMUT073680.2,-415
NONMMUT073678.2,-752.8
NONMMUT073677.2,-247
NONMMUT073672.2,-149.9
NONMMUT073673.2,-114.67
NONMMUT073654.2,-665.8
NONMMUT073649.2,-502.3
NONMMUT073639.2,-138.4
NONMMUT073625.2,-731.7
NONMMUT073622.2,-639.5
NONMMUT073621.2,-493.3
NONMMUT073617.2,-351.5
NONMMUT073618.2,-148.2
NONMMUT073615.2,-1076.1
NONMMUT073613.2,-284
NONMMUT073612.2,-508.6
NONMMUT073611.2,-644.8
NONMMUT073605.2,-367.2
NONMMUT073606.2,-307.4
NONMMUT073594.2,-582.5
NONMMUT073595.2,-441.1
NONMMUT073582.2,-209.6
NONMMUT073581.2,-859.3
NONMMUT073577.2,-785.7
NONMMUT073569.2,-491.7
NONMMUT073539.2,-731.6
NONMMUT073537.2,-879.97
NONMMUT073535.2,-734.8
NONMMUT073534.2,-985.6
NONMMUT073531.2,-342.8
NONMMUT073529.2,-830.94
NONMMUT073528.2,-212
NONMMUT073523.2,-742.7
NONMMUT073522.2,-52.1
NONMMUT073520.2,-219.2
NONMMUT073518.2,-491.2
NONMMUT073511.2,-75.7
NONMMUT073512.2,-68.2
NONMMUT136306.1,-69.6
NONMMUT073491.2,-294.87
NONMMUT073492.2,-3740.9
NONMMUT073493.2,-1280.59
NONMMUT073494.2,-1208
NONMMUT073496.2,-663.9
NONMMUT073503.2,-466.6
NONMMUT073504.2,-362.4
NONMMUT073505.2,-299
NONMMUT073506.2,-100
NONMMUT073507.2,-170.7
NONMMUT073508.2,-226.9
NONMMUT073509.2,-217.5
NONMMUT073510.2,-171.3
NONMMUT137219.1,-2477.29
NONMMUT137220.1,-2866.89
NONMMUT137221.1,-1347.1
NONMMUT137222.1,-90.3
NONMMUT137223.1,-156.5
NONMMUT154318.1,-3670
NONMMUT154319.1,-3670.9
NONMMUT154320.1,-3632.5
NONMMUT154321.1,-3742.1
NONMMUT154322.1,-5481.8
NONMMUT154323.1,-3788.3
NONMMUT154324.1,-3789.5
NONMMUT154325.1,-886
NONMMUT154326.1,-421.7
NONMMUT154327.1,-441.3
NONMMUT154328.1,-443.1
NONMMUT154329.1,-785.2
NONMMUT154330.1,-758.2
NONMMUT154331.1,-1263.5
NONMMUT154332.1,-889
NONMMUT154333.1,-1288
NONMMUT154334.1,-819.2
NONMMUT154335.1,-1309.6
NONMMUT154336.1,-465.5
NONMMUT073490.2,-570.1
NONMMUT073488.2,-413
NONMMUT073474.2,-1132.5
NONMMUT073475.2,-172.1
NONMMUT073476.2,-336.9
NONMMUT073477.2,-302.4
NONMMUT073479.2,-162.6
NONMMUT073480.2,-287
NONMMUT073481.2,-194.8
NONMMUT073482.2,-91.7
NONMMUT073483.2,-116.9
NONMMUT073485.2,-312.3
NONMMUT073489.2,-54.9
NONMMUT136296.1,-1055.4
NONMMUT136299.1,-362.5
NONMMUT073458.2,-1870.3
NONMMUT073460.2,-1896.4
NONMMUT073462.2,-1880
NONMMUT073463.2,-1886.9
NONMMUT073464.2,-2124.2
NONMMUT073450.2,-581.4
NONMMUT136284.1,-669.6
NONMMUT073427.2,-875.7
NONMMUT073425.2,-983.3
NONMMUT073416.2,-295.3
NONMMUT073415.2,-469.2
NONMMUT073414.2,-658
NONMMUT073412.2,-632.6
NONMMUT073410.2,-853.32
NONMMUT073409.2,-329.6
NONMMUT073408.2,-748.3
NONMMUT073407.2,-284.9
NONMMUT073403.2,-872.45
NONMMUT073402.2,-344.8
NONMMUT073395.2,-128.1
NONMMUT073394.2,-520.3
NONMMUT073392.2,-656.2
NONMMUT073371.2,-555
NONMMUT073370.2,-189.4
NONMMUT073369.2,-273.8
NONMMUT073368.2,-887.3
NONMMUT073367.2,-378.7
NONMMUT073359.2,-50.07
NONMMUT073360.2,-118.4
NONMMUT073361.2,-220
NONMMUT073362.2,-392
NONMMUT073363.2,-587.4
NONMMUT136247.1,-1124
NONMMUT136248.1,-171
NONMMUT136249.1,-85.6
NONMMUT136250.1,-79.9
NONMMUT136251.1,-543.2
NONMMUT136252.1,-590.4
NONMMUT073351.2,-418.7
NONMMUT073352.2,-708.3
NONMMUT073346.2,-927.5
NONMMUT073342.2,-593.4
NONMMUT073338.2,-683.5
NONMMUT073336.2,-760.59
NONMMUT073335.2,-508.4
NONMMUT073333.2,-477.1
NONMMUT073329.2,-201.8
NONMMUT137207.1,-509
NONMMUT073317.2,-698.9
NONMMUT073314.2,-350.7
NONMMUT073309.2,-116.9
NONMMUT136245.1,-268
NONMMUT073303.2,-723.47
NONMMUT073302.2,-552.7
NONMMUT073301.2,-663.9
NONMMUT073288.2,-156.2
NONMMUT073283.2,-274.1
NONMMUT073279.2,-421.3
NONMMUT073277.2,-319
NONMMUT073276.2,-800.3
NONMMUT073271.2,-800.3
NONMMUT073272.2,-670.9
NONMMUT073241.2,-1793.5
NONMMUT073242.2,-571.4
NONMMUT073243.2,-836.3
NONMMUT073244.2,-1140.2
NONMMUT073245.2,-667.2
NONMMUT073246.2,-1388.9
NONMMUT073247.2,-667.6
NONMMUT073249.2,-1284.5
NONMMUT073250.2,-464.4
NONMMUT137173.1,-259.5
NONMMUT137174.1,-1730.6
NONMMUT137175.1,-427.3
NONMMUT154307.1,-87.9
NONMMUT073240.2,-74.4
NONMMUT073238.2,-735.5
NONMMUT073237.2,-192.7
NONMMUT073236.2,-223.2
NONMMUT073235.2,-444.5
NONMMUT073234.2,-192
NONMMUT073233.2,-709.6
NONMMUT073230.2,-883.7
NONMMUT073226.2,-444.2
NONMMUT073225.2,-616.3
NONMMUT073215.2,-496.3
NONMMUT073211.2,-339.6
NONMMUT073212.2,-543.6
NONMMUT136220.1,-43.5
NONMMUT136221.1,-54
NONMMUT136222.1,-1282.6
NONMMUT136223.1,-1452.9
NONMMUT136224.1,-1774.3
NONMMUT136225.1,-807.6
NONMMUT136226.1,-864.1
NONMMUT073210.2,-453.6
NONMMUT073185.2,-1084.9
NONMMUT073179.2,-403.94
NONMMUT073176.2,-583.4
NONMMUT073174.2,-428.1
NONMMUT073175.2,-636.9
NONMMUT073172.2,-807
NONMMUT137156.1,-823.6
NONMMUT073165.2,-1522.3
NONMMUT073159.2,-1470.9
NONMMUT073157.2,-717.3
NONMMUT073156.2,-786.2
NONMMUT073155.2,-589.9
NONMMUT073148.2,-202.92
NONMMUT073149.2,-830
NONMMUT073151.2,-380.3
NONMMUT073152.2,-398.9
NONMMUT073153.2,-71.9
NONMMUT073146.2,-222.1
NONMMUT073147.2,-133.7
NONMMUT137151.1,-69.4
NONMMUT137152.1,-320
NONMMUT073143.2,-41
NONMMUT073103.2,-600.1
NONMMUT073101.2,-640.4
NONMMUT073098.2,-313
NONMMUT073097.2,-604
NONMMUT073096.2,-245.8
NONMMUT073095.2,-621.4
NONMMUT073094.2,-770.3
NONMMUT073093.2,-808.9
NONMMUT073092.2,-327
NONMMUT073091.2,-332.3
NONMMUT073090.2,-243.6
NONMMUT073089.2,-246.9
NONMMUT073087.2,-250.5
NONMMUT073086.2,-317.4
NONMMUT073071.2,-1249.8
NONMMUT073066.2,-373.2
NONMMUT073067.2,-243.9
NONMMUT073068.2,-687.4
NONMMUT073062.2,-91.7
NONMMUT073056.2,-1451.8
NONMMUT073055.2,-427.3
NONMMUT073054.2,-805.9
NONMMUT073051.2,-276.7
NONMMUT136190.1,-269.9
NONMMUT073047.2,-479.4
NONMMUT073046.2,-986.3
NONMMUT073045.2,-120.3
NONMMUT073044.2,-412.12
NONMMUT073042.2,-420.01
NONMMUT073038.2,-386.92
NONMMUT073039.2,-105
NONMMUT073034.2,-370.3
NONMMUT073032.2,-302.3
NONMMUT136174.1,-205
NONMMUT073031.2,-212.6
NONMMUT136168.1,-161.07
NONMMUT073027.2,-261.5
NONMMUT073025.2,-201.2
NONMMUT136149.1,-233.2
NONMMUT073024.2,-141.4
NONMMUT073016.2,-359.1
NONMMUT073015.2,-135
NONMMUT073014.2,-451.8
NONMMUT073005.2,-105.2
NONMMUT073004.2,-152.2
NONMMUT073003.2,-187.3
NONMMUT073002.2,-39.8
NONMMUT072992.2,-701.53
NONMMUT072983.2,-37.6
NONMMUT072978.2,-608.1
NONMMUT072977.2,-472.7
NONMMUT072974.2,-188.97
NONMMUT072972.2,-1050.3
NONMMUT072971.2,-543.3
NONMMUT072970.2,-968.9
NONMMUT072957.2,-476.3
NONMMUT072941.2,-732.9
NONMMUT072940.2,-828.3
NONMMUT072917.2,-349.3
NONMMUT072911.2,-286.7
NONMMUT072910.2,-889.6
NONMMUT072909.2,-648.7
NONMMUT072875.2,-492.6
NONMMUT072876.2,-753.3
NONMMUT072878.2,-1019.5
NONMMUT072872.2,-936.9
NONMMUT072860.2,-446.6
NONMMUT072858.2,-519.7
NONMMUT072859.2,-902.7
NONMMUT072841.2,-851.9
NONMMUT072842.2,-908.19
NONMMUT072840.2,-532.3
NONMMUT072839.2,-559.6
NONMMUT072830.2,-423.4
NONMMUT072825.2,-519.4
NONMMUT072824.2,-561.2
NONMMUT072821.2,-1277.3
NONMMUT072804.2,-557
NONMMUT072805.2,-536.4
NONMMUT072806.2,-562.3
NONMMUT072807.2,-665.5
NONMMUT072808.2,-260.4
NONMMUT072809.2,-103.7
NONMMUT072810.2,-97.7
NONMMUT072811.2,-109.3
NONMMUT137021.1,-133.3
NONMMUT137022.1,-126.3
NONMMUT137023.1,-126.3
NONMMUT072802.2,-801.3
NONMMUT072780.2,-1250.6
NONMMUT136104.1,-89.9
NONMMUT136105.1,-90.4
NONMMUT136106.1,-155.9
NONMMUT136107.1,-142
NONMMUT072772.2,-658.5
NONMMUT072771.2,-262.2
NONMMUT072765.2,-569.9
NONMMUT072762.2,-178.3
NONMMUT072763.2,-55.9
NONMMUT072764.2,-88.6
NONMMUT072761.2,-54.9
NONMMUT072752.2,-574.8
NONMMUT072751.2,-606.9
NONMMUT072747.2,-837.05
NONMMUT072746.2,-522.9
NONMMUT072744.2,-797.1
NONMMUT072718.2,-149.2
NONMMUT072719.2,-134.3
NONMMUT072720.2,-235.9
NONMMUT072721.2,-115.3
NONMMUT072717.2,-124.3
NONMMUT072710.2,-787.8
NONMMUT072709.2,-318
NONMMUT072708.2,-773.1
NONMMUT072707.2,-640.7
NONMMUT072706.2,-819.8
NONMMUT072705.2,-483.5
NONMMUT072652.2,-946.3
NONMMUT072639.2,-178.6
NONMMUT072638.2,-343.4
NONMMUT072616.2,-607.82
NONMMUT072615.2,-562.3
NONMMUT072613.2,-127.7
NONMMUT072614.2,-128.8
NONMMUT136060.1,-341.8
NONMMUT072612.2,-541.4
NONMMUT136059.1,-74.1
NONMMUT072610.2,-368.5
NONMMUT072592.2,-527.2
NONMMUT072590.2,-396.9
NONMMUT072588.2,-506.1
NONMMUT072582.2,-221.6
NONMMUT072583.2,-551.6
NONMMUT072584.2,-159.5
NONMMUT072585.2,-633.3
NONMMUT136041.1,-271.6
NONMMUT136042.1,-314.8
NONMMUT072580.2,-803.9
NONMMUT072579.2,-792.3
NONMMUT072578.2,-310.5
