lncRNA,score
RP11-998D10.4,0.163846462
CTD-3007L5.1,0.163907968
LINC00967,0.163923359
PLCL2-AS1,0.164036744
RP11-192H6.2,0.164061185
NONHSAG014918,0.164079153
NONHSAG016658,0.164114577
CTC-470E21.1,0.164115737
CTD-2196E14.5,0.164130895
RP11-534L6.5,0.164144827
IGHVIII-11-1,0.164159785
NONHSAG002637,0.164161951
NONHSAG042656,0.16418169
RP11-96O20.2,0.164213237
NONHSAG029892,0.164225407
RP11-319E12.1,0.164237716
SNURFL,0.164248305
BMS1P20,0.164297772
CTB-35F21.1,0.164309172
NONHSAG021839,0.164315809
RP11-46A10.2,0.164326271
NONHSAG012638,0.164370806
RP1-95L4.3,0.16438068
RP11-226P1.2,0.164393582
NONHSAG012618,0.164414703
NONHSAG021953,0.164428477
FCGR1A,0.16445574
RN7SKP23,0.16447038
RP11-367F23.2,0.164492134
RP4-657D16.3,0.164493746
NONHSAG023337,0.164494112
AC004945.1,0.164531987
LL22NC03-30E12.10,0.164561457
NONHSAG040474,0.164597407
NONHSAG049213,0.164597901
RP11-362L22.1,0.164635392
RP11-363J20.2,0.164651487
RPI002_003278,0.164677154
NONHSAG000413,0.164701452
PHB2P1,0.164716599
RP11-541J2.1,0.164761341
C14orf80,0.164766878
RP11-47J17.1,0.164767882
RN7SL660P,0.164778139
RP11-473M14.3,0.164789155
NONHSAG055039,0.164847587
NONHSAG035814,0.164871179
RP1-278O22.2,0.16487231
NONHSAG044979,0.164883705
RP11-299M14.2,0.164889736
NONHSAG002595,0.164908756
RP5-1051D14.1,0.164928021
CTC-465D4.1,0.164989991
MYCBP2-AS2,0.164994127
NONHSAG027103,0.165024925
AC079612.2,0.165081459
RP11-810P8.1,0.16511725
RN7SL359P,0.165128613
RP1-154J13.2,0.165134795
RP3-521E19.2,0.165138182
NONHSAG048888,0.165139268
PCDH7,0.165143493
RP11-690J15.1,0.165226603
AC096582.9,0.165240805
NONHSAG038776,0.16526637
NONHSAG047204,0.165291623
RP1-32I10.11,0.165297203
AC133644.3,0.165299934
NONHSAG025568,0.165334297
NONHSAG035537,0.165381065
RP3-525N14.2,0.165413741
NONHSAG017320,0.165415841
CTD-2588C8.8,0.165431169
ZNF90P2,0.165435819
RN7SL74P,0.165443383
AC092675.3,0.165450306
RP11-187A9.3,0.165453628
RP5-907D15.3,0.165493054
ATP6V1E2,0.165503909
AC007275.2,0.165506611
RP11-593F5.2,0.165527008
CTA-503F6.2,0.165534147
KB-1083B1.1,0.165537428
RP11-157E21.1,0.165561782
RP11-637A17.1,0.165579286
RPI002_004077,0.165587836
NONHSAG039767,0.165589802
RP11-406O23.2,0.165602393
RP11-48F14.2,0.165615556
NONHSAG009882,0.165621174
RPI002_007271,0.165628526
RPS24P1,0.165636524
NONHSAG037253,0.165650737
CTD-3037G24.4,0.165671245
RPI002_006044,0.165672074
NONHSAG004162,0.16568149
RP11-149P24.1,0.165718353
VN1R82P,0.16572837
NONHSAG012363,0.16574673
RP11-302F12.10,0.165767519
RP11-293A21.2,0.165770741
LINC00457,0.165783499
RP11-542K23.9,0.165802502
RPL26P31,0.165818655
RP11-378N18.1,0.165825161
RNFT1P3,0.165863321
NONHSAG040072,0.165913264
RP11-611E13.3,0.165914128
KB-173C10.2,0.165923294
RP11-867O8.5,0.165923667
RP5-979D14.1,0.165970781
NONHSAG017235,0.165970928
RN7SKP41,0.165987612
RP1-93L7.3,0.16599561
NONHSAG036569,0.166023752
RP11-203E8.1,0.166028944
NONHSAG047807,0.166062298
RN7SL687P,0.166065991
RP11-650L12.1,0.166068875
NONHSAG051419,0.166132368
RP11-725K16.2,0.166176957
RP11-473D24.1,0.166193998
RP11-415F23.2,0.166215967
NONHSAG044883,0.166228071
NONHSAG040198,0.166257061
IFI27L2,0.166266692
CTD-2247C11.1,0.166273528
RP11-536C10.4,0.166283641
RP11-371F15.3,0.166303262
NONHSAG047866,0.166306302
NONHSAG044021,0.166335635
RP11-41O4.3,0.166368948
RP11-167B3.1,0.166406504
RP11-360D2.2,0.166441404
CHODL-AS1,0.166452774
RP5-940J5.9,0.166457466
RP3-363L9.1,0.166504193
RPI002_007513,0.166510646
RPI002_001388,0.16651524
RPI002_001012,0.166518675
WDR7-UA1,0.166519877
AE000661.50,0.166543725
NONHSAG006012,0.166545682
NONHSAG007632,0.166556875
RP11-152P17.2,0.166580899
RN7SL262P,0.16661732
RP11-461K13.1,0.166647185
RN7SL745P,0.166657231
NONHSAG051808,0.166707672
NONHSAG000987,0.166732747
CTD-2254N19.1,0.166735381
RP11-468N14.5,0.166742919
AC020947.2,0.166749654
NONHSAG055168,0.166839431
NONHSAG018111,0.166859883
NONHSAG037064,0.166861397
AP000474.1,0.166883815
NONHSAG004945,0.166884537
AC018878.3,0.166919205
RP11-472F14.4,0.166993099
RPI002_005290,0.166995664
NONHSAG014997,0.167024482
ZNF33BP1,0.167037911
RP11-373J21.1,0.167106078
CTD-2328D6.1,0.167108004
RTEL1,0.167142819
TRPC7,0.167143247
NONHSAG039320,0.167157583
NONHSAG039644,0.167157594
NONHSAG009036,0.167206381
RP1-122K4.3,0.167240101
RP11-10N23.4,0.167244425
NONHSAG021350,0.16724547
ANKRD46,0.167251985
NONHSAG032782,0.167255931
NONHSAG017734,0.167270876
RP4-813D12.2,0.167316526
NONHSAG027958,0.167325848
PIGL,0.167331074
AC009508.1,0.167334762
HSPA8P3,0.167337082
THBS1,0.167340698
AL022344.2,0.16734929
NONHSAG032826,0.167353502
NONHSAG034903,0.167353581
EIF4A1P13,0.167357033
NONHSAG027380,0.167371253
NONHSAG041797,0.167372351
RP11-639B1.1,0.167384039
RP11-501O2.1,0.167384039
TCEAL3-AS1,0.167390759
RP11-152P17.3,0.167422365
LINC00387,0.167429763
SDCBPP1,0.167456258
DNAJA1P2,0.167502901
RP11-632F7.1,0.167522125
RPI002_003874,0.167526276
NONHSAG018214,0.167533554
EID1,0.167534659
RP11-138E16.1,0.167534659
RN7SL331P,0.167551445
RN7SL428P,0.167551445
NONHSAG001895,0.167588455
NONHSAG031188,0.167592605
NONHSAG003703,0.167630891
RP11-119H12.1,0.167677908
NONHSAG039819,0.16768942
RP11-275N1.1,0.167702779
NONHSAG038654,0.16772188
NONHSAG047479,0.167750113
RP11-397D12.4,0.167751364
RN7SKP274,0.167783828
RPI002_001082,0.16779342
RN7SL141P,0.167826392
RP11-477N3.1,0.167827916
RN7SL503P,0.167895182
AC004744.3,0.167902858
AC009965.1,0.16790559
NONHSAG042605,0.167920176
RP5-991G20.2,0.167938855
RP11-51B13.1,0.16794372
RP11-191L9.5,0.167945293
NONHSAG024899,0.167980422
RP1-99E18.2,0.167982387
NONHSAG024886,0.168005177
NONHSAG010188,0.168029306
RN7SL204P,0.168030227
NONHSAG001222,0.168037837
RP11-69C17.2,0.168038099
RPL32P29,0.168042661
NONHSAG051378,0.168128102
RP11-762H13.1,0.168145091
RN7SKP257,0.168146636
RP11-822E23.3,0.168172098
CTB-1144G6.5,0.168183626
RP11-148M9.1,0.168205831
RP11-309N17.4,0.168210139
AC159540.2,0.168212279
RP11-770E5.3,0.16821289
NONHSAG032640,0.168344923
RP11-32K4.3,0.168381679
RN7SKP259,0.16843512
NONHSAG001646,0.168436413
AC007557.3,0.168468005
NONHSAG010850,0.168477841
RP11-523O18.1,0.168516454
CTB-54I1.1,0.168544103
RPL29P22,0.168574491
RPI002_003933,0.168578373
RP11-107P7.2,0.168596279
NONHSAG019934,0.168618831
CTD-2313N18.7,0.168620236
NONHSAG054047,0.168631909
NONHSAG033461,0.168636566
RPI002_005108,0.168653765
RP1-177A13.1,0.168672925
RN7SL18P,0.168710681
RPI002_003852,0.168722409
RN7SL806P,0.168731241
NONHSAG040576,0.168758789
NONHSAG050140,0.16876167
NONHSAG014107,0.168763516
AC007403.2,0.168774601
NONHSAG034501,0.168842308
NONHSAG044529,0.16884991
RP11-253A20.1,0.168879916
SLC48A1,0.168915822
NONHSAG044600,0.168928188
NONHSAG050267,0.168935029
NONHSAG032854,0.168985659
RP11-279L11.1,0.168998263
NONHSAG032083,0.168999238
NONHSAG034571,0.169003134
NONHSAG010031,0.169050384
NONHSAG034830,0.169094254
NONHSAG018967,0.169097918
NONHSAG011857,0.169124105
COL9A2,0.169151032
NONHSAG012268,0.169153149
RN7SL653P,0.169162812
RPL23P8,0.169169311
RPI002_003850,0.169174628
NONHSAG041910,0.169189059
UQCR11,0.169203227
AC000036.4,0.169205718
RP11-97E7.2,0.169210365
RP11-139K1.2,0.169233942
RP5-893G23.1,0.169249182
NONHSAG007895,0.169254341
RP11-52J3.3,0.169256503
RP11-308N19.3,0.169280584
RP11-393J16.4,0.169359117
NONHSAG013547,0.169364968
RP11-460B17.3,0.169424389
RP11-364P2.2,0.169460711
RP11-31I22.4,0.169471149
BX682235.1,0.16947413
NONHSAG042888,0.169509941
AC114755.7,0.169543865
NONHSAG042872,0.169607598
RP11-324H7.1,0.169642762
RP3-453P22.2,0.169642829
RP6-102O10.1,0.169644933
LINC00505,0.169691561
KB-1507C5.3,0.169695112
PEX5L-AS2,0.169708185
CTD-2187J20.1,0.169734084
RP11-500M8.4,0.169734124
NONHSAG039190,0.169773023
NONHSAG027117,0.169824304
RP11-295M18.2,0.169833671
PSG5,0.169854874
RP11-108L7.14,0.169865035
CALB1,0.169879918
LINC00159,0.169881187
NONHSAG045198,0.16991323
AC073071.1,0.169915407
RP13-16H11.5,0.169953126
RP11-349P19.1,0.169969873
NONHSAG036409,0.169983244
NONHSAG027623,0.170017677
PSPHP1,0.170026739
RP1-37J18.1,0.170028087
NONHSAG026760,0.170054777
RP11-88I18.2,0.170060377
SIGLEC31P,0.17008775
NONHSAG041277,0.170138831
RP1-153P14.3,0.170143855
KB-1517D11.2,0.170155649
NONHSAG006097,0.170156582
RN7SKP38,0.170161943
RP11-678L1.1,0.170173101
AC007359.6,0.170176577
NONHSAG034392,0.170225747
NONHSAG003294,0.170233662
RP11-321A17.4,0.170268943
RP11-383J24.1,0.170279159
NONHSAG054252,0.170283236
NONHSAG054891,0.170311825
NONHSAG010622,0.170315258
RFC3P1,0.170322835
NONHSAG021292,0.170326075
NONHSAG017531,0.17037063
RP11-388M20.6,0.170392929
RP4-771M4.3,0.170440727
NONHSAG003506,0.170513297
NONHSAG027102,0.170532821
AC006461.2,0.170548534
LINC00395,0.170563741
NONHSAG038698,0.170572874
RP11-441M10.1,0.170617954
RP11-678G14.4,0.170663572
NONHSAG034038,0.170677866
NF1P3,0.170690384
NONHSAG017236,0.170699836
AC093381.2,0.170702389
HIPK3,0.170706551
AC093642.4,0.170723277
AC073257.1,0.170744691
RPL27P12,0.170764734
CYP2C59P,0.170785212
NONHSAG034772,0.170798218
RP11-40C11.2,0.170875944
NONHSAG037075,0.170892264
CTD-2287O16.4,0.170967041
AP003419.16,0.170989138
UQCRC2P1,0.170992506
NONHSAG011011,0.171015427
RP11-236P13.1,0.171030915
RPI002_000622,0.171043765
RP1-72A23.3,0.171054653
NONHSAG014709,0.171065499
NONHSAG010524,0.171166325
AC023271.2,0.171174877
CTD-2203A3.1,0.171175968
NONHSAG019175,0.171182354
AC078842.4,0.171195427
AC012451.1,0.171195577
RP11-506N2.1,0.171202326
RP11-510N19.5,0.171244552
AC079896.1,0.171250137
NONHSAG008956,0.171264489
RP11-46H11.2,0.17128687
NONHSAG054976,0.171291226
NONHSAG009410,0.171294917
RP11-362A1.1,0.171330924
RP11-780K2.1,0.171358933
LINC00583,0.171413337
NONHSAG007035,0.17146333
NONHSAG007224,0.171483214
NONHSAG044469,0.171542788
NONHSAG022910,0.171570308
AC026188.1,0.17160009
NONHSAG031695,0.171610643
NONHSAG030363,0.171612889
RPS23P10,0.171706222
RP4-785G19.5,0.171706404
ENTPD5,0.171736221
TMEM120A,0.171774536
AC007875.3,0.171779356
NONHSAG034667,0.171780105
NONHSAG017595,0.17183268
GYG1P3,0.171843159
RN7SL254P,0.171880729
NONHSAG031784,0.171900246
SNORA74B,0.171909893
NONHSAG016308,0.171930375
NONHSAG039907,0.171971777
NONHSAG036751,0.171972519
NONHSAG013147,0.172000013
RP11-178L8.8,0.172002069
NONHSAG035336,0.172030709
RPI002_004647,0.172044067
NONHSAG041496,0.172065019
RP11-264A11.1,0.172073431
RN7SL119P,0.172126057
AC020743.3,0.172131783
RP11-475E11.2,0.172142785
ZNF32-AS1,0.172150043
RP11-374C13.1,0.172156815
NONHSAG021277,0.172164366
AC010525.4,0.172186661
RP11-264B17.5,0.172198829
RP11-259F16.3,0.172234442
RP11-787P24.4,0.172239839
RP11-218C14.2,0.172308104
NONHSAG034425,0.172311174
NONHSAG006748,0.17231704
CTD-2066L21.2,0.172317098
NONHSAG030628,0.172392759
RP11-818O24.3,0.172402263
RP11-404I7.1,0.172406145
RP11-245C17.2,0.172406957
RP5-839B4.8,0.172431712
RP11-701P16.1,0.172441161
RP11-707P17.1,0.172458073
RP11-415I12.2,0.17247395
TECRL,0.17248015
NONHSAG011728,0.172489574
NONHSAG011399,0.172501196
NONHSAG033389,0.172510075
SNX2P2,0.172519306
RPI002_003826,0.172536351
NONHSAG012099,0.172574982
RPI002_007086,0.172586498
NONHSAG047008,0.172597652
RP4-725G10.3,0.172612335
LINC00534,0.172646234
EI24P2,0.172659381
RP11-100N20.1,0.172660848
RP11-423O2.2,0.172674287
RP11-587D21.4,0.172683671
NONHSAG039301,0.172707244
NONHSAG010762,0.172732842
RP11-653G8.1,0.172733932
NONHSAG041381,0.172736778
RP5-1044H5.2,0.172747871
HMGN2P46,0.172765719
NONHSAG040337,0.172803126
AC004067.5,0.17280485
RN7SKP73,0.17281132
RP1-17K7.1,0.172821472
RP5-1198O20.5,0.172839079
RP4-803J11.2,0.172871614
YWHAQP5,0.172885435
CTC-353G13.1,0.172907039
RN7SL820P,0.172907217
NONHSAG004767,0.172945345
RP5-1166A24.1,0.172960906
AP000472.3,0.172975001
RP11-498D10.5,0.173033382
RP11-10G15.4,0.173077288
AC004691.5,0.173149103
NONHSAG019542,0.173149415
NONHSAG002043,0.173158402
CTC-218H9.1,0.173171648
CYP51P3,0.173187395
NONHSAG008994,0.173214001
NONHSAG014708,0.173221913
NONHSAG034152,0.173223313
RPI002_006316,0.173227271
SAP18,0.173241961
RP11-626P14.2,0.173293635
RPI002_005180,0.173310027
RP11-778J16.3,0.173324418
CTC-513N18.5,0.173334984
RP11-423J7.1,0.173361735
MTND1P34,0.173466754
NONHSAG051711,0.173472287
CTD-2313J17.3,0.173498831
RP11-208K4.1,0.17355695
NONHSAG000701,0.173558674
NONHSAG031190,0.17357526
RPL7P41,0.173639507
NONHSAG042680,0.173696578
RP11-136C24.2,0.173698647
NONHSAG017878,0.173720799
NONHSAG012677,0.173728197
ILF3,0.173781743
RPI002_002397,0.173789401
NONHSAG016365,0.173796151
NONHSAG035509,0.173809688
RP11-523O18.5,0.173827108
NONHSAG001054,0.173834915
RP11-531A21.3,0.173847602
NONHSAG035733,0.173883595
NONHSAG023048,0.173915282
RP11-380L11.4,0.173939243
NONHSAG003719,0.173988772
ANAPC10P1,0.173992967
NONHSAG018657,0.174024942
RP11-115K3.1,0.174037585
RN7SKP291,0.174050107
OR7E100P,0.174055927
RP11-59O6.3,0.174112404
CTC-429P9.3,0.174121153
NONHSAG015958,0.174127727
RP11-405F3.5,0.174130362
RP1-102D24.5,0.174150514
APOL2,0.174161338
NONHSAG000365,0.174176119
GPC5-AS2,0.174180724
RPL7AP61,0.174225189
NONHSAG040586,0.174247864
NONHSAG050865,0.174280502
NONHSAG026030,0.174303585
RPI002_001717,0.174310401
KCNS3,0.174313459
NONHSAG035905,0.174319556
RP11-383G6.3,0.174321737
RP11-254F7.3,0.174324354
RP11-398M15.1,0.174336242
RP11-356O9.1,0.17436582
RP5-1024N4.2,0.174371339
RP3-449M8.6,0.174378
CTD-3187F8.11,0.174389323
NONHSAG039863,0.174431647
ATOH8,0.174439375
AC108051.2,0.174446714
NONHSAG034715,0.174454346
AC021876.4,0.174458311
WWTR1-IT1,0.174497688
RP11-1018N14.1,0.174521493
NONHSAG002733,0.174596866
RP11-711G10.1,0.174599804
LOC100421166,0.174641636
NONHSAG022353,0.174656251
CTB-175P5.2,0.174682939
ISM1-AS1,0.174694392
RP11-443B9.1,0.174770279
RP11-404O13.1,0.174776549
NONHSAG047774,0.174778138
AC092687.3,0.174786866
RPI002_005972,0.174845394
RP11-33B1.3,0.174845704
NONHSAG034161,0.174857285
RN7SL658P,0.174891445
RP11-649A18.5,0.174929589
NONHSAG045503,0.174965592
RP11-671M22.6,0.174978877
NONHSAG015620,0.174996204
AC013410.1,0.175020761
RPI002_001837,0.175022126
NONHSAG021578,0.175072487
RN7SKP86,0.175084652
NONHSAG008361,0.175090219
FAM170B-AS1,0.175091639
RP11-599B13.7,0.175095639
DCUN1D2-AS,0.175111316
RP11-354I10.1,0.175125437
NONHSAG042425,0.175130734
EXPH5,0.175141653
RP11-260A9.6,0.175179076
RP11-359P18.1,0.175182653
NONHSAG049420,0.1751848
RP11-557C18.4,0.175192581
RP3-522P13.3,0.175195995
RPI002_006153,0.175252436
AC005042.5,0.175270207
NONHSAG043759,0.175277037
RP11-433A10.2,0.175308414
RP11-10D7.5,0.17531264
RPS23P3,0.175338922
AC012497.2,0.175347991
RP11-12K6.2,0.175358335
RP11-170L3.7,0.175367513
NARF,0.175372581
NONHSAG011670,0.175392039
Z98256.1,0.17539911
AC005757.6,0.175401898
NONHSAG020529,0.175444995
RP1-107N3.2,0.175463646
AC005682.6,0.175502858
NONHSAG012455,0.175554307
NONHSAG001144,0.175560174
RP11-313C4.1,0.175560321
AE000658.22,0.17560267
AC006499.8,0.175617959
AC007879.6,0.175620867
SLC8A1-AS1,0.175625836
RP11-203M5.6,0.175630614
NONHSAG020018,0.175660181
NONHSAG010195,0.175753143
AC124914.3,0.175775923
AC098826.4,0.175804012
RP11-719K4.6,0.175806995
RP11-82O18.2,0.175806995
RP11-522L3.11,0.175809018
RP1-181J22.1,0.175840407
RP11-239E10.3,0.175847755
NONHSAG027527,0.175867256
RP11-822E23.7,0.175879148
RP1-23K20.2,0.175879499
RP11-619L12.1,0.175944453
RP3-446N13.1,0.175961385
AC116035.2,0.175961704
NONHSAG000880,0.175964612
NONHSAG017833,0.176013384
CTD-2019O4.1,0.176033244
RP11-528N21.1,0.176057441
RP11-177F11.1,0.176063354
RP5-1042K10.13,0.176066693
RP11-37C7.2,0.176084634
AL135901.1,0.176104095
RP11-543A18.1,0.176110035
RP11-203M5.7,0.176112868
RP11-150O12.4,0.176117825
RN7SL423P,0.176129886
RP11-739N20.3,0.176135775
CTB-5E10.3,0.176179222
RP11-351I24.3,0.176183379
RP11-366M4.12,0.17619458
RP11-329E24.6,0.176195446
RP11-579D7.2,0.176211812
CTB-50E14.5,0.176222505
NONHSAG047136,0.176227264
CTD-3065B20.2,0.176258711
RP11-226L15.1,0.176261744
NONHSAG039399,0.176263132
AC004054.1,0.176273171
FKBP1B,0.176351193
RP11-16P20.3,0.176362782
RN7SL258P,0.176367251
RP3-510L9.1,0.176379799
RPI002_005593,0.176407275
RP11-347D21.1,0.176439509
Z98881.1,0.176477583
RP11-622J8.1,0.176487377
TSTA3,0.176507767
MSTO1,0.176514741
RP11-20B24.5,0.176569762
RP5-1042K10.10,0.176572184
RPI002_002419,0.176587446
RP11-489C13.1,0.176591151
NONHSAG035827,0.17660579
TP53BP2,0.176613456
LINC00519,0.176623282
RP11-529J17.1,0.176632821
RP11-373J16.1,0.176652928
NONHSAG047532,0.176658459
RP11-400N13.1,0.176668957
RP11-307E17.9,0.176722764
CTD-2168K21.1,0.176728231
RP1-68D18.3,0.176732039
NONHSAG035647,0.176741469
RP11-431N15.2,0.176765423
RP11-479I16.2,0.176783718
RPI002_014500,0.176817961
NONHSAG011009,0.176829733
AC011901.2,0.17684086
RP3-403L10.2,0.176878685
AC129778.5,0.176881796
RP11-517P14.7,0.176909877
NONHSAG005589,0.17692972
RP11-121L11.2,0.176936038
RP11-775B15.3,0.176946473
RP13-57D9.3,0.176964416
RPI002_004261,0.176964592
CEACAMP2,0.176971969
LATS2-AS1,0.177009169
RP1-93H18.1,0.177020593
RP6-91H8.2,0.177035734
NONHSAG011333,0.177041802
RP11-190G13.4,0.177045688
EEF1A1P21,0.177080012
NONHSAG000685,0.177094845
RP1-116K23.1,0.177096477
RP1-90G24.8,0.177243492
RP11-467J12.1,0.177246075
RP11-385D13.3,0.177293283
UBA52P9,0.177297886
RP5-875H3.2,0.17737049
RPI002_002409,0.177424994
RP11-466P24.6,0.177473908
POU5F1P6,0.177477028
NONHSAG052902,0.177498945
RP11-558A11.3,0.177540662
NONHSAG048562,0.177542402
NONHSAG042109,0.177543243
RP11-546M21.6,0.17756897
SLC22A20,0.177574042
RP3-403L10.3,0.177609064
NONHSAG039593,0.177624245
RN7SL87P,0.177647433
RP11-925D8.1,0.177649564
RP11-165M1.2,0.177663502
NONHSAG044828,0.177674879
RPI002_000599,0.177680121
NONHSAG004317,0.177695681
RP11-417J1.1,0.177698288
NONHSAG040005,0.177724379
RP11-565F19.3,0.177757394
C21orf91-OT1,0.177762359
CTD-2571L23.6,0.177807121
AC048382.4,0.177850138
RN7SKP189,0.177881234
NONHSAG043076,0.177893345
AC006296.1,0.177925385
RP11-98J9.2,0.177933213
RP5-1109J22.2,0.177948621
NONHSAG017336,0.177959261
NONHSAG028846,0.177960502
RP11-212E8.1,0.177971929
STPG1,0.177993686
AC087501.1,0.177994249
RP11-15F12.3,0.178053059
NONHSAG018242,0.178067334
NONHSAG032774,0.178081376
RP11-326I19.3,0.178087902
IK,0.178090005
RP11-93H12.3,0.178092518
RPS6KB2,0.17809391
NONHSAG031723,0.17811146
NONHSAG035523,0.178116653
AC069155.1,0.1781191
NONHSAG017116,0.178127776
RPI002_007135,0.1781293
NONHSAG004574,0.178131688
RP11-556G22.1,0.178170874
NONHSAG032403,0.178177026
CTC-513N18.6,0.178201033
RP11-686F15.2,0.178211304
CTD-2021H9.1,0.178211888
RP11-62I21.1,0.178220086
AC083875.2,0.178226477
NONHSAG039304,0.178242306
NONHSAG046949,0.178246787
NONHSAG001551,0.178305074
RP11-231C18.1,0.178308557
NONHSAG029638,0.178316105
NONHSAG006551,0.178317612
NONHSAG005409,0.178325512
RPS3AP22,0.178331737
NONHSAG032937,0.178349783
RP11-225H22.7,0.178363851
RPL31P33,0.178391299
AC092484.1,0.178394445
B3GAT1,0.178402147
RP11-456O19.2,0.178406893
CDKN2AIPNLP3,0.178470261
RPI002_007230,0.17847338
NONHSAG000785,0.178487177
AC093698.1,0.178497042
NONHSAG030544,0.178545892
VN1R14P,0.178552176
HSFY3P,0.178570132
RN7SL472P,0.178592075
RP4-797C5.2,0.178624598
MLX,0.178625597
LINC00280,0.178645795
RP11-707M1.9,0.178684292
TREML5P,0.178745924
NONHSAG017611,0.178760938
RP11-80K6.2,0.178784049
RP11-525J21.1,0.178811698
RP1-30E17.2,0.178818981
RP11-415F23.4,0.17883812
KB-1299A7.2,0.178866685
RP1-290F12.3,0.178870295
HIGD1AP8,0.178908319
EML3,0.17892618
AKT3-IT1,0.178949284
NONHSAG014207,0.178956559
NONHSAG010981,0.178979193
RN7SKP234,0.178984509
RN7SL413P,0.178989538
RP11-805J14.5,0.178990507
UPP2-IT1,0.179012098
RP3-355L5.3,0.179027595
RN7SL801P,0.179030967
RP11-340F14.5,0.179055576
RP11-1101K5.1,0.179066348
RP11-351E7.1,0.179123272
RP11-168K11.2,0.179126428
RPI002_005863,0.179146653
NONHSAG003743,0.179167127
RPI002_002713,0.179178668
NONHSAG020275,0.179205467
RP11-686D22.5,0.179228612
YRDCP2,0.179288794
RP11-330M2.3,0.179327845
NONHSAG044062,0.179329218
AC009237.11,0.179378063
AC018737.3,0.17938495
ARSD-AS1,0.179415839
NONHSAG000941,0.179442082
NONHSAG041927,0.179449272
RP11-359D14.2,0.179453478
NONHSAG037412,0.179457772
AC016644.1,0.17947446
NONHSAG048282,0.179476201
AP000462.2,0.179482168
AC097499.2,0.179492157
RIMKLBP2,0.179503495
NONHSAG034657,0.179549646
RP11-351N6.1,0.179550801
RP11-79E3.1,0.179599971
NONHSAG028348,0.179618854
RP11-313P18.2,0.179627332
CTC-455F18.3,0.179650009
RN7SL330P,0.179662752
RN7SKP258,0.179715592
NONHSAG055324,0.179718984
NONHSAG017742,0.179737648
NONHSAG038184,0.179760834
NONHSAG040074,0.179821091
AC114765.2,0.179821569
RP11-728E14.2,0.179829446
RP11-349A22.2,0.179831623
AC034228.3,0.179849001
CTD-2278I10.1,0.179858644
NONHSAG039959,0.179923864
RPI002_002436,0.179930026
AC005229.5,0.17997685
NONHSAG000988,0.179978554
RP11-849F2.10,0.179993353
NONHSAG039417,0.180009862
RN7SL124P,0.180026802
RP11-158I23.1,0.180029921
AC009502.2,0.18004495
NONHSAG013065,0.180063191
NONHSAG007414,0.180077065
RP11-390B4.3,0.180102984
ADIPOR1P1,0.180159933
RP13-348B13.2,0.180183802
NONHSAG017965,0.180201561
OSBPL9P2,0.180204726
AC008264.4,0.180205632
NONHSAG012208,0.180210337
RP4-594I10.3,0.180248522
NONHSAG000363,0.180321053
NONHSAG037607,0.180362066
RN7SL9P,0.180366155
NONHSAG035341,0.180384502
NONHSAG001612,0.180385573
LINC00207,0.180406532
LINC00266-2P,0.180418463
AC068483.1,0.180437812
RP11-780O17.1,0.180440731
AC009965.2,0.180451367
NONHSAG054830,0.180454192
RP11-87N24.1,0.180470743
CTC-260E6.10,0.180516209
NONHSAG041704,0.180536459
RP11-290L7.5,0.180592357
NONHSAG017729,0.180625071
NONHSAG034548,0.180645793
ZNF529,0.18066337
RP11-119J18.1,0.180673234
RP11-408A13.4,0.18067491
RP1-296L11.1,0.180722657
RPS26P49,0.180722776
NONHSAG042929,0.180734804
NONHSAG055531,0.180766497
RN7SL664P,0.180795972
RP11-820K3.3,0.180799
NONHSAG038905,0.18081533
NONHSAG020242,0.180825516
NONHSAG035798,0.18082863
NONHSAG040566,0.180834441
NONHSAG002175,0.180836856
RP11-834C11.10,0.180966765
NONHSAG048572,0.181035175
RN7SL164P,0.181065765
SCEL-AS1,0.181075533
NUTF2,0.181095569
NONHSAG005588,0.181096308
NONHSAG006855,0.18110297
NONHSAG036012,0.181126042
RP11-159H22.1,0.181137565
TMEM232,0.181150161
KIRREL3-AS1,0.181164776
ITIH4-AS1,0.181196014
RP11-57H14.3,0.181198351
RP11-578O24.2,0.181206611
RP11-756K15.2,0.1812588
IL1RL1,0.181268463
NONHSAG025301,0.181272523
AC010731.2,0.181277373
XXbac-B476C20.10,0.181286132
NONHSAG030844,0.181311308
RP4-543J13.1,0.181322084
NONHSAG040875,0.181350607
NONHSAG033094,0.181437989
RP4-575N6.5,0.181457475
CTC-490E21.10,0.181460024
CTD-2619J13.17,0.181470259
RN7SL559P,0.181484439
AC015849.16,0.181495457
RP11-5N11.6,0.181499003
RP11-567G11.1,0.181510383
NONHSAG014396,0.181546757
NONHSAG001889,0.181583804
IMMP1L,0.181615271
Z83001.1,0.181615271
NONHSAG036368,0.181642506
NONHSAG055533,0.181701802
AC009970.1,0.181707031
OMG,0.181708611
RP11-165F24.5,0.181761689
RP11-5N11.4,0.181763512
RP11-155O18.6,0.181798069
AC004160.4,0.181805098
NONHSAG055130,0.181826586
RP11-867G23.1,0.18186069
AL391994.1,0.181871333
AP001469.9,0.181876408
RN7SL431P,0.181882302
RPL30P13,0.181888719
RP11-486G15.1,0.181895384
RP11-162I7.2,0.18189902
NONHSAG056017,0.181944813
HNRNPA1P25,0.181952443
RP11-126K1.8,0.181961635
NONHSAG028937,0.182000677
NUDT19P3,0.182037034
RP11-30L3.2,0.182045997
NONHSAG024562,0.182100896
