lncRNA,score,rank
NONMMUG012851,0.428414337,3828
NONMMUG008360,0.428412968,3829
NONMMUG036101,0.428405581,3830
NONMMUG009174,0.428401361,3831
Celf1,0.42840027,3832
NONMMUG016446,0.428389444,3833
Gm25687,0.428382496,3834
NONMMUG015116,0.428374259,3835
NONMMUG015023,0.428362519,3836
Gm16075,0.428330298,3837
NONMMUG041847,0.42831973,3838
NONMMUG031056,0.42831864,3839
NONMMUG025337,0.428295788,3840
NONMMUG020517,0.428289778,3841
NONMMUG040245,0.42828655,3842
NONMMUG028561,0.428181177,3843
Gm15863,0.428126668,3844
NONMMUG004371,0.428112147,3845
NONMMUG011838,0.428092018,3846
AC158992.1,0.428082746,3847
NONMMUG021151,0.428071151,3848
NONMMUG023748,0.428042901,3849
NONMMUG031197,0.42804143,3850
NONMMUG019575,0.428035035,3851
NONMMUG023099,0.428003435,3852
4930405A21Rik,0.427953479,3853
NONMMUG016712,0.427945891,3854
Stard13,0.427944392,3855
NONMMUG016969,0.427915746,3856
NONMMUG026543,0.427909881,3857
NONMMUG013393,0.427901136,3858
NONMMUG031091,0.427887713,3859
NONMMUG004524,0.427851534,3860
NONMMUG009970,0.427819472,3861
NONMMUG015217,0.427776054,3862
NONMMUG021544,0.427770103,3863
NONMMUG037080,0.42776088,3864
NONMMUG006131,0.427737748,3865
NONMMUG023356,0.42770942,3866
Gm4524,0.427680287,3867
NONMMUG026045,0.427648674,3868
NONMMUG026129,0.427640381,3869
NONMMUG018806,0.427598441,3870
NONMMUG015985,0.427596417,3871
NONMMUG020243,0.427595136,3872
Gm16042,0.42758309,3873
NONMMUG012834,0.42754889,3874
1700023L04Rik,0.427521198,3875
NONMMUG009346,0.427513148,3876
NONMMUG026980,0.427490442,3877
NONMMUG016169,0.427446621,3878
NONMMUG006022,0.427418216,3879
NONMMUG040159,0.427406067,3880
AC119237.1,0.427353033,3881
NONMMUG033660,0.427341193,3882
NONMMUG003424,0.427334735,3883
NONMMUG020777,0.427277186,3884
NONMMUG041340,0.427276587,3885
NONMMUG030567,0.427249982,3886
Gm13093,0.427244205,3887
NONMMUG036962,0.42723073,3888
NONMMUG031727,0.42717721,3889
NONMMUG040755,0.427169119,3890
NONMMUG001767,0.427121614,3891
NONMMUG028789,0.427107987,3892
NONMMUG031093,0.427089913,3893
AC127314.1,0.427083214,3894
NONMMUG029356,0.427074999,3895
NONMMUG021182,0.427067395,3896
NONMMUG008611,0.427057566,3897
NONMMUG025177,0.427046547,3898
NONMMUG034212,0.427034573,3899
NONMMUG032496,0.427026915,3900
NONMMUG003423,0.427022497,3901
NONMMUG002664,0.426999892,3902
CT030159.1,0.426982113,3903
NONMMUG009298,0.426955489,3904
AC137678.1,0.426945021,3905
AC129195.1,0.426929162,3906
NONMMUG009551,0.426900087,3907
NONMMUG022483,0.426861531,3908
NONMMUG040822,0.426828123,3909
NONMMUG006852,0.426808602,3910
NONMMUG014301,0.426804329,3911
NONMMUG031460,0.426770237,3912
NONMMUG026797,0.42672575,3913
Gm13479,0.426697935,3914
NONMMUG040399,0.42668389,3915
NONMMUG012540,0.426679928,3916
NONMMUG001044,0.426658506,3917
NONMMUG027462,0.426658277,3918
NONMMUG035530,0.426653313,3919
NONMMUG034616,0.426652192,3920
Gm12743,0.426628406,3921
NONMMUG007976,0.426618004,3922
NONMMUG042206,0.426605142,3923
NONMMUG022643,0.426540438,3924
Gm12979,0.426533324,3925
Gm14662,0.426519421,3926
NONMMUG013836,0.426510914,3927
NONMMUG022179,0.42650605,3928
NONMMUG028134,0.426478387,3929
NONMMUG018390,0.426405787,3930
NONMMUG044341,0.426404149,3931
NONMMUG041078,0.426326495,3932
NONMMUG013616,0.42631871,3933
NONMMUG022980,0.426292713,3934
NONMMUG041148,0.426281033,3935
NONMMUG018428,0.426262687,3936
RPI002_009781,0.426249964,3937
NONMMUG037881,0.42618862,3938
NONMMUG025415,0.426161497,3939
NONMMUG011817,0.426112548,3940
AC134910.1,0.426100273,3941
NONMMUG002366,0.426096554,3942
NONMMUG012017,0.426064157,3943
AC137513.1,0.425963589,3944
NONMMUG007078,0.425952636,3945
NONMMUG043521,0.425876613,3946
NONMMUG004843,0.425846471,3947
NONMMUG020810,0.425814991,3948
NONMMUG029282,0.425806973,3949
NONMMUG034758,0.425788691,3950
NONMMUG037804,0.425742555,3951
NONMMUG005481,0.42571967,3952
NONMMUG020991,0.425669585,3953
NONMMUG016831,0.425665619,3954
NONMMUG037472,0.425654703,3955
AC129082.1,0.425654001,3956
NONMMUG030035,0.425647326,3957
NONMMUG018467,0.425621604,3958
NONMMUG028085,0.425517473,3959
NONMMUG029099,0.425506447,3960
NONMMUG032862,0.425496915,3961
NONMMUG032919,0.425474665,3962
NONMMUG013402,0.425456221,3963
NONMMUG021910,0.425437826,3964
NONMMUG023771,0.425437309,3965
n274266,0.425421853,3966
NONMMUG030673,0.425392475,3967
RPI002_008654,0.425333237,3968
NONMMUG020386,0.425278211,3969
1700058G18Rik,0.425271487,3970
NONMMUG003755,0.425264342,3971
RPI002_013182,0.425240445,3972
NONMMUG005173,0.425224438,3973
NONMMUG033749,0.425223869,3974
NONMMUG028785,0.425218086,3975
NONMMUG021885,0.425199248,3976
NONMMUG012228,0.425170567,3977
NONMMUG032595,0.425140853,3978
NONMMUG010029,0.425139644,3979
NONMMUG016857,0.425091025,3980
NONMMUG016546,0.425084818,3981
NONMMUG040933,0.425073796,3982
NONMMUG000818,0.425024984,3983
NONMMUG017722,0.425020875,3984
Gm13207,0.425020738,3985
Gm11931,0.425009621,3986
NONMMUG045383,0.424997885,3987
NONMMUG018982,0.424986364,3988
NONMMUG021595,0.4249559,3989
NONMMUG043620,0.424903585,3990
NONMMUG002468,0.424875832,3991
NONMMUG002859,0.424827617,3992
NONMMUG003063,0.424790523,3993
NONMMUG040266,0.424788026,3994
NONMMUG005165,0.424770674,3995
NONMMUG013518,0.42476539,3996
NONMMUG042317,0.424751983,3997
NONMMUG026365,0.42474931,3998
NONMMUG035427,0.42462463,3999
RPI002_009260,0.424615034,4000
NONMMUG026840,0.424600998,4001
AC165416.1,0.424572722,4002
NONMMUG032832,0.42455089,4003
NONMMUG031773,0.424542855,4004
NONMMUG039291,0.424521841,4005
NONMMUG014279,0.424512466,4006
Gm16142,0.424506023,4007
NONMMUG007889,0.424498478,4008
NONMMUG016921,0.424401145,4009
NONMMUG008013,0.424373997,4010
A430104N18Rik,0.424260218,4011
NONMMUG033153,0.424159314,4012
NONMMUG023095,0.424081258,4013
Gm10371,0.423924554,4014
NONMMUG019609,0.423895978,4015
NONMMUG019962,0.423857621,4016
NONMMUG023104,0.423854583,4017
Gm16154,0.423827147,4018
NONMMUG017413,0.423808355,4019
NONMMUG017717,0.423790163,4020
Gm15477,0.423786808,4021
NONMMUG012009,0.423763559,4022
NONMMUG041835,0.423762689,4023
Gm11927,0.423759666,4024
NONMMUG018781,0.423744651,4025
NONMMUG013106,0.42372234,4026
NONMMUG034433,0.423717025,4027
NONMMUG013605,0.423709016,4028
AC127595.1,0.423699298,4029
2010204K13Rik,0.423678499,4030
NONMMUG010985,0.42366209,4031
AC108401.1,0.423659886,4032
NONMMUG015413,0.42365512,4033
NONMMUG020204,0.423652901,4034
NONMMUG042495,0.423640687,4035
NONMMUG041687,0.423627711,4036
NONMMUG009928,0.423603276,4037
AL732490.1,0.423568622,4038
NONMMUG044143,0.423556934,4039
Gm16731,0.423527734,4040
NONMMUG006177,0.423521082,4041
NONMMUG014204,0.42339805,4042
NONMMUG036394,0.423390162,4043
NONMMUG014674,0.423385517,4044
NONMMUG002453,0.423384262,4045
NONMMUG004826,0.423368453,4046
NONMMUG014099,0.423335202,4047
NONMMUG024986,0.423293038,4048
NONMMUG042629,0.423271325,4049
NONMMUG003919,0.423262687,4050
Gm20631,0.423199338,4051
NONMMUG019661,0.423184114,4052
NONMMUG039257,0.423174718,4053
NONMMUG011825,0.42317042,4054
NONMMUG028786,0.423169546,4055
NONMMUG012390,0.423149249,4056
NONMMUG042742,0.423141128,4057
NONMMUG038500,0.423119389,4058
Gm15816,0.423113795,4059
Gm14820,0.423107359,4060
NONMMUG046116,0.423105055,4061
NONMMUG041001,0.423072782,4062
NONMMUG028795,0.423030966,4063
NONMMUG013863,0.423029179,4064
NONMMUG034527,0.423027964,4065
NONMMUG033267,0.423016627,4066
NONMMUG034406,0.423003142,4067
C430049B03Rik,0.422981495,4068
NONMMUG022467,0.422977097,4069
NONMMUG042500,0.422968973,4070
NONMMUG020129,0.422959095,4071
NONMMUG035776,0.422932824,4072
NONMMUG034582,0.422904635,4073
NONMMUG021128,0.422901131,4074
NONMMUG022821,0.422887704,4075
NONMMUG027605,0.422884853,4076
Gm15884,0.422879861,4077
NONMMUG004842,0.422868609,4078
2010320O07Rik,0.422866706,4079
NONMMUG015492,0.422807328,4080
NONMMUG044097,0.422800524,4081
NONMMUG008934,0.422784115,4082
NONMMUG002344,0.422760087,4083
NONMMUG041971,0.422708105,4084
Gm15880,0.422667063,4085
Gm9752,0.422641356,4086
NONMMUG018499,0.422625777,4087
NONMMUG017334,0.422572582,4088
NONMMUG013704,0.422570069,4089
NONMMUG002994,0.422536104,4090
NONMMUG001866,0.422530877,4091
Gm7029,0.422509172,4092
Gm13179,0.422499668,4093
NONMMUG010989,0.422469766,4094
NONMMUG020404,0.422463009,4095
NONMMUG023325,0.422421147,4096
NONMMUG018595,0.422381712,4097
AC157650.1,0.422371313,4098
NONMMUG034064,0.422370976,4099
NONMMUG024916,0.422366216,4100
NONMMUG028855,0.42236081,4101
NONMMUG014920,0.422354053,4102
AL662835.1,0.422348337,4103
NONMMUG029559,0.42234726,4104
NONMMUG001660,0.422288702,4105
NONMMUG000305,0.422288024,4106
NONMMUG039492,0.422275708,4107
NONMMUG000855,0.422270056,4108
NONMMUG000667,0.422197394,4109
Gm16256,0.422192238,4110
Gm16229,0.422172379,4111
NONMMUG024424,0.422114652,4112
NONMMUG000206,0.422110321,4113
Gm13417,0.422100095,4114
NONMMUG035885,0.422098325,4115
NONMMUG009123,0.422076119,4116
NONMMUG003516,0.422074607,4117
NONMMUG020188,0.422071811,4118
2310050B05Rik,0.422048816,4119
NONMMUG028788,0.422043941,4120
NONMMUG041054,0.422023259,4121
NONMMUG046227,0.422016133,4122
RPI002_010126,0.421981623,4123
NONMMUG003925,0.421945736,4124
NONMMUG006587,0.421917911,4125
NONMMUG035564,0.421881652,4126
NONMMUG027094,0.421864868,4127
Gm17035,0.421843545,4128
n291135,0.421821998,4129
NONMMUG000397,0.421759979,4130
NONMMUG015449,0.421754194,4131
NONMMUG039374,0.421748578,4132
Gm15608,0.421715079,4133
NONMMUG040263,0.42170846,4134
NONMMUG008075,0.421699646,4135
NONMMUG018659,0.421685676,4136
4930565N06Rik,0.421667324,4137
RPI002_012192,0.421647852,4138
RPI001_813486,0.421635629,4139
NONMMUG015993,0.421603925,4140
NONMMUG008435,0.421598935,4141
NONMMUG020716,0.421533304,4142
NONMMUG012227,0.421533031,4143
NONMMUG033713,0.421498692,4144
NONMMUG016834,0.421485845,4145
NONMMUG043212,0.421478741,4146
NONMMUG013551,0.421457063,4147
NONMMUG028065,0.421447269,4148
Gm15545,0.421423645,4149
NONMMUG016700,0.421374166,4150
NONMMUG017326,0.421362703,4151
NONMMUG002751,0.421355733,4152
NONMMUG035734,0.421342695,4153
RPI002_008058,0.421337309,4154
NONMMUG043698,0.421319909,4155
NONMMUG024649,0.42131638,4156
NONMMUG011634,0.421291489,4157
NONMMUG012303,0.421237879,4158
NONMMUG010802,0.421232572,4159
NONMMUG028655,0.421231759,4160
NONMMUG012858,0.421194045,4161
NONMMUG017775,0.42114768,4162
NONMMUG038493,0.421136307,4163
NONMMUG039826,0.421125526,4164
NONMMUG033072,0.421123433,4165
Gm14843,0.42110329,4166
NONMMUG012087,0.421059807,4167
NONMMUG041086,0.421020522,4168
NONMMUG040308,0.421009963,4169
NONMMUG020494,0.421000644,4170
NONMMUG020037,0.420998859,4171
NONMMUG014089,0.420995464,4172
NONMMUG045631,0.42099345,4173
NONMMUG019755,0.420967594,4174
NONMMUG009863,0.420954767,4175
AC137902.1,0.420940334,4176
Gm17213,0.420938028,4177
NONMMUG007231,0.420915344,4178
NONMMUG011313,0.420904357,4179
NONMMUG037316,0.420891236,4180
NONMMUG002345,0.420890023,4181
NONMMUG039393,0.420852062,4182
NONMMUG016147,0.420848146,4183
NONMMUG016975,0.420819911,4184
AL627077.1,0.420819662,4185
2210019I11Rik,0.420788875,4186
NONMMUG037327,0.420763803,4187
Gm15521,0.420759065,4188
NONMMUG040648,0.420750757,4189
NONMMUG003504,0.420745286,4190
NONMMUG028031,0.420739138,4191
NONMMUG003064,0.420736911,4192
NONMMUG034762,0.420720931,4193
NONMMUG027417,0.420708089,4194
NONMMUG009872,0.420677341,4195
NONMMUG027581,0.420617961,4196
NONMMUG000171,0.420598999,4197
NONMMUG012340,0.420542846,4198
NONMMUG023000,0.420532193,4199
Gm17088,0.420524996,4200
NONMMUG000314,0.420510772,4201
NONMMUG001483,0.420493189,4202
NONMMUG012389,0.420431097,4203
RPI002_013500,0.420428506,4204
NONMMUG022584,0.420382725,4205
NONMMUG038283,0.420355215,4206
NONMMUG039284,0.420327912,4207
NONMMUG003946,0.42030877,4208
NONMMUG015456,0.420254961,4209
NONMMUG026787,0.420237841,4210
NONMMUG013382,0.420232125,4211
NONMMUG019243,0.420184197,4212
NONMMUG033586,0.420138797,4213
NONMMUG020937,0.420138673,4214
NONMMUG003266,0.420128891,4215
NONMMUG033367,0.420110019,4216
RP23-175C13.3,0.420082678,4217
A330032B11Rik,0.42007834,4218
NONMMUG039285,0.420075049,4219
NONMMUG020586,0.42003564,4220
NONMMUG046014,0.420013822,4221
NONMMUG033870,0.419987469,4222
RP24-465N15.1,0.41997006,4223
NONMMUG032684,0.419962548,4224
NONMMUG015145,0.419947902,4225
NONMMUG004232,0.419938705,4226
RPI002_007862,0.419935394,4227
Gm20635,0.419923219,4228
Gm17382,0.41992037,4229
NONMMUG021454,0.419911066,4230
NONMMUG008547,0.419898315,4231
NONMMUG015171,0.419896412,4232
NONMMUG007603,0.419869249,4233
NONMMUG000353,0.419868057,4234
RP23-155H5.3,0.419848834,4235
BC039771,0.419825625,4236
NONMMUG034999,0.419800132,4237
NONMMUG029917,0.419790574,4238
NONMMUG004901,0.419786618,4239
NONMMUG004508,0.419755364,4240
NONMMUG013611,0.419737768,4241
NONMMUG012081,0.419736885,4242
NONMMUG007959,0.41973205,4243
NONMMUG011255,0.419722523,4244
NONMMUG006949,0.419665097,4245
Gm14172,0.419607212,4246
1700023H06Rik,0.419594184,4247
NONMMUG016841,0.419567674,4248
NONMMUG017898,0.419546718,4249
NONMMUG002287,0.419538571,4250
Gm14245,0.419536845,4251
NONMMUG002322,0.419520758,4252
NONMMUG037300,0.419517009,4253
NONMMUG000349,0.419506813,4254
NONMMUG038581,0.419488642,4255
NONMMUG031050,0.41948069,4256
NONMMUG014605,0.419480572,4257
NONMMUG035178,0.419382451,4258
NONMMUG017365,0.419375635,4259
RPI002_011545,0.419357321,4260
RPI002_012580,0.419348526,4261
NONMMUG009335,0.419312359,4262
NONMMUG017322,0.419297817,4263
NONMMUG008878,0.419230873,4264
NONMMUG038282,0.419213505,4265
NONMMUG040194,0.419197668,4266
NONMMUG034570,0.419191938,4267
9630028H03Rik,0.419181446,4268
NONMMUG012230,0.419162294,4269
NONMMUG027258,0.419147355,4270
RPI002_009729,0.419137571,4271
NONMMUG012008,0.419126627,4272
NONMMUG026716,0.418998866,4273
NONMMUG008179,0.41894173,4274
AC107846.1,0.418928764,4275
NONMMUG014196,0.418925665,4276
NONMMUG006840,0.418912452,4277
NONMMUG029992,0.418904655,4278
NONMMUG029338,0.418870524,4279
AC140461.1,0.418867979,4280
Gm14774,0.418848518,4281
NONMMUG035199,0.418844678,4282
NONMMUG010795,0.418839543,4283
NONMMUG018351,0.418812697,4284
NONMMUG011828,0.418732307,4285
NONMMUG009742,0.418679977,4286
4930412M03Rik,0.418664932,4287
NONMMUG024748,0.418649989,4288
NONMMUG018341,0.418582389,4289
NONMMUG007233,0.418573229,4290
AC209577.1,0.418547507,4291
NONMMUG017778,0.418541288,4292
NONMMUG007261,0.418534592,4293
NONMMUG033473,0.418501443,4294
NONMMUG019607,0.418492345,4295
Gm12842,0.41848625,4296
NONMMUG031192,0.418460448,4297
NONMMUG035793,0.418451968,4298
NONMMUG040493,0.41843052,4299
NONMMUG035634,0.418408411,4300
NONMMUG010243,0.418403894,4301
A430018G15Rik,0.418399775,4302
NONMMUG025156,0.418380954,4303
NONMMUG021690,0.418364193,4304
NONMMUG019233,0.418355434,4305
NONMMUG008667,0.418308852,4306
NONMMUG025052,0.418298042,4307
NONMMUG014842,0.418268417,4308
NONMMUG045393,0.418252,4309
NONMMUG003805,0.418247091,4310
NONMMUG004296,0.418184867,4311
NONMMUG027683,0.418184575,4312
NONMMUG012556,0.41817892,4313
1700071G01Rik,0.418150461,4314
NONMMUG015305,0.418149873,4315
NONMMUG005461,0.418121098,4316
NONMMUG038510,0.418105963,4317
AC153382.1,0.418076196,4318
Gm20512,0.418056076,4319
Gm11706,0.41802916,4320
NONMMUG044901,0.41800301,4321
NONMMUG007640,0.417999757,4322
Gm15751,0.417987598,4323
NONMMUG015065,0.417971962,4324
Gm16287,0.417948417,4325
NONMMUG024041,0.417934639,4326
NONMMUG032260,0.417917016,4327
NONMMUG003733,0.417914227,4328
NONMMUG030051,0.41790742,4329
NONMMUG030644,0.41787421,4330
NONMMUG007367,0.417868945,4331
NONMMUG043197,0.417862929,4332
Gm12503,0.417830831,4333
NONMMUG036930,0.417780654,4334
NONMMUG027818,0.41777227,4335
NONMMUG009096,0.417760547,4336
Gm15819,0.417727946,4337
NONMMUG016491,0.417723934,4338
NONMMUG029249,0.417723812,4339
1110038B12Rik,0.41771773,4340
NONMMUG013510,0.41771477,4341
NONMMUG014104,0.417658082,4342
AC154449.1,0.417654485,4343
Gm7420,0.41764327,4344
NONMMUG021904,0.417638239,4345
NONMMUG019983,0.417637435,4346
NONMMUG010367,0.417632632,4347
NONMMUG025744,0.417630888,4348
NONMMUG021150,0.41761608,4349
NONMMUG021304,0.417604262,4350
NONMMUG019985,0.417582578,4351
Gm12758,0.417573581,4352
NONMMUG017315,0.417567195,4353
NONMMUG013415,0.417566629,4354
NONMMUG035862,0.417526907,4355
NONMMUG016087,0.417498183,4356
NONMMUG018527,0.417443082,4357
NONMMUG032079,0.417428193,4358
NONMMUG041510,0.417428095,4359
NONMMUG020480,0.417417227,4360
NONMMUG023458,0.417416551,4361
Gm2245,0.417398295,4362
AC132347.1,0.41738414,4363
NONMMUG011816,0.417361592,4364
NONMMUG033177,0.417348054,4365
NONMMUG014215,0.417331717,4366
NONMMUG014922,0.417293859,4367
NONMMUG029484,0.417293119,4368
NONMMUG033063,0.417293082,4369
NONMMUG000947,0.417286721,4370
NONMMUG046006,0.417255672,4371
NONMMUG036208,0.417221323,4372
NONMMUG006795,0.417195198,4373
NONMMUG000424,0.417192032,4374
NONMMUG033411,0.417181691,4375
NONMMUG041262,0.417160004,4376
AC125204.1,0.417153011,4377
NONMMUG003439,0.41714347,4378
NONMMUG045028,0.417123882,4379
Gm16540,0.41706549,4380
NONMMUG003972,0.417059161,4381
NONMMUG031730,0.417050213,4382
NONMMUG041901,0.417042278,4383
NONMMUG011117,0.417038934,4384
NONMMUG003505,0.41702268,4385
NONMMUG017346,0.417022122,4386
NONMMUG024665,0.417016881,4387
NONMMUG020390,0.41699662,4388
NONMMUG024067,0.416987393,4389
NONMMUG019373,0.416953451,4390
NONMMUG007882,0.416941793,4391
NONMMUG013617,0.416904882,4392
NONMMUG040978,0.416881289,4393
NONMMUG016153,0.416876579,4394
NONMMUG011179,0.416843689,4395
NONMMUG007292,0.416840427,4396
NONMMUG009848,0.416839197,4397
NONMMUG011631,0.416802242,4398
NONMMUG026639,0.41679801,4399
NONMMUG032590,0.41675687,4400
NONMMUG027860,0.416753493,4401
NONMMUG024381,0.416728113,4402
NONMMUG002969,0.416723854,4403
Gm12744,0.416701402,4404
NONMMUG039939,0.416665161,4405
NONMMUG038393,0.416660807,4406
RPI002_011578,0.416656441,4407
NONMMUG038508,0.416646204,4408
NONMMUG013705,0.416641409,4409
NONMMUG005242,0.416619375,4410
NONMMUG020346,0.416616876,4411
NONMMUG028532,0.416611311,4412
NONMMUG036257,0.416565546,4413
NONMMUG021191,0.41655839,4414
NONMMUG041520,0.416532296,4415
NONMMUG020040,0.416477359,4416
NONMMUG024187,0.41645934,4417
NONMMUG010346,0.41644921,4418
NONMMUG012481,0.416439031,4419
NONMMUG021217,0.416435052,4420
2310026L22Rik,0.416393807,4421
NONMMUG022735,0.416386391,4422
NONMMUG032874,0.416370051,4423
NONMMUG038070,0.41635885,4424
NONMMUG020241,0.416328088,4425
NONMMUG017320,0.416321808,4426
NONMMUG009311,0.416312303,4427
NONMMUG021949,0.41628947,4428
AC136746.1,0.416272462,4429
NONMMUG027393,0.416258918,4430
NONMMUG033371,0.416216991,4431
NONMMUG002324,0.416216291,4432
NONMMUG022674,0.41615183,4433
NONMMUG021837,0.416139614,4434
NONMMUG003982,0.416109109,4435
Gm15050,0.416108566,4436
NONMMUG013302,0.416095408,4437
NONMMUG030189,0.416094148,4438
NONMMUG033133,0.416043193,4439
NONMMUG019593,0.416042182,4440
NONMMUG019770,0.415994743,4441
NONMMUG038759,0.415989949,4442
NONMMUG027744,0.41597163,4443
NONMMUG013861,0.415966838,4444
NONMMUG016916,0.415928437,4445
NONMMUG021391,0.415918219,4446
NONMMUG001295,0.41591816,4447
NONMMUG020544,0.415894183,4448
NONMMUG007602,0.415889927,4449
1700047F07Rik,0.415888983,4450
NONMMUG028294,0.41582725,4451
NONMMUG019470,0.415821205,4452
NONMMUG001790,0.415801621,4453
NONMMUG021155,0.415774896,4454
NONMMUG035135,0.415699533,4455
NONMMUG038284,0.41569058,4456
RP24-448C16.2,0.415688694,4457
NONMMUG033080,0.415659895,4458
NONMMUG001981,0.41564779,4459
4930455G09Rik,0.415644448,4460
NONMMUG041267,0.41562167,4461
NONMMUG013478,0.415611268,4462
NONMMUG026292,0.415589546,4463
NONMMUG038119,0.415586237,4464
NONMMUG026071,0.415543254,4465
NONMMUG040489,0.415535502,4466
NONMMUG019495,0.415529739,4467
NONMMUG036146,0.415483601,4468
NONMMUG043317,0.415449121,4469
NONMMUG030148,0.415433162,4470
Gm12194,0.415388306,4471
NONMMUG012633,0.415386298,4472
NONMMUG038444,0.415370135,4473
NONMMUG031816,0.415287358,4474
NONMMUG016900,0.41528483,4475
Gm22058,0.415244498,4476
NONMMUG042970,0.415231629,4477
NONMMUG002659,0.415177994,4478
E230015B07Rik,0.41516565,4479
NONMMUG012507,0.41515503,4480
RPI002_013289,0.415150487,4481
NONMMUG018871,0.41513618,4482
NONMMUG012435,0.415135559,4483
1700022K14Rik,0.415134813,4484
NONMMUG042634,0.415131917,4485
NONMMUG003311,0.415124281,4486
NONMMUG041828,0.415107712,4487
Gm11974,0.415091773,4488
NONMMUG027849,0.415053015,4489
NONMMUG015166,0.415052904,4490
NONMMUG018944,0.41501746,4491
NONMMUG001065,0.415006274,4492
5031425F14Rik,0.414979625,4493
NONMMUG008249,0.414973076,4494
Nron,0.414970401,4495
NONMMUG012931,0.414943625,4496
NONMMUG031273,0.414926858,4497
NONMMUG013662,0.414926608,4498
NONMMUG034076,0.414859868,4499
NONMMUG034583,0.414859808,4500
RPI002_008989,0.414857226,4501
NONMMUG038850,0.414854581,4502
Gm12462,0.414854367,4503
NONMMUG000825,0.414852648,4504
NONMMUG017045,0.414850853,4505
NONMMUG035650,0.414839426,4506
NONMMUG013613,0.414838341,4507
Gm15491,0.414835725,4508
NONMMUG013338,0.414786912,4509
NONMMUG015550,0.414728009,4510
Gm13500,0.414725471,4511
NONMMUG032179,0.414718591,4512
Gm11465,0.414718571,4513
Gm17189,0.414675684,4514
NONMMUG019017,0.414671614,4515
NONMMUG003496,0.414666894,4516
RPI002_012707,0.414664497,4517
NONMMUG012603,0.41465379,4518
NONMMUG033739,0.414639447,4519
NONMMUG007870,0.414599034,4520
NONMMUG019621,0.414588934,4521
NONMMUG010796,0.414576351,4522
Gm16059,0.414573103,4523
Gm15938,0.414570692,4524
NONMMUG002137,0.414504365,4525
Gm13528,0.414488212,4526
C630028M04Rik,0.414480339,4527
NONMMUG001850,0.414440204,4528
NONMMUG034252,0.414422979,4529
NONMMUG007480,0.414391069,4530
NONMMUG021577,0.414349659,4531
NONMMUG019615,0.414342837,4532
2810001G20Rik,0.414331491,4533
NONMMUG039962,0.41429615,4534
NONMMUG012548,0.414274255,4535
NONMMUG016350,0.414270799,4536
NONMMUG013461,0.414225044,4537
Gm6213,0.41419367,4538
NONMMUG005547,0.414155834,4539
A930007I19Rik,0.414143317,4540
AC166827.1,0.414129594,4541
NONMMUG017547,0.414079924,4542
Gm15396,0.41405524,4543
NONMMUG015697,0.414020074,4544
NONMMUG019956,0.41397487,4545
NONMMUG038232,0.413970321,4546
NONMMUG004644,0.413947092,4547
NONMMUG031741,0.413936727,4548
NONMMUG021022,0.413926316,4549
NONMMUG014607,0.413925265,4550
NONMMUG043584,0.413916793,4551
NONMMUG038062,0.413890005,4552
NONMMUG026561,0.413841678,4553
Gm12932,0.413794553,4554
NONMMUG032923,0.413778438,4555
NONMMUG045487,0.413775105,4556
NONMMUG017608,0.413757544,4557
NONMMUG020417,0.413747337,4558
1700030C14Rik,0.413741376,4559
NONMMUG036809,0.413739191,4560
NONMMUG003785,0.413729058,4561
NONMMUG028665,0.413716804,4562
NONMMUG012029,0.413714931,4563
NONMMUG008463,0.413711262,4564
Gm12866,0.413705586,4565
NONMMUG026879,0.413702887,4566
NONMMUG017258,0.413681871,4567
Gm15512,0.413664354,4568
NONMMUG008022,0.413662479,4569
NONMMUG016920,0.413648856,4570
NONMMUG001119,0.413593503,4571
Gm13972,0.413591829,4572
F730016J06Rik,0.413554715,4573
Gm15943,0.413549812,4574
NONMMUG007548,0.413526914,4575
NONMMUG028812,0.413523131,4576
NONMMUG024257,0.413462179,4577
B930095G15Rik,0.413454064,4578
NONMMUG024514,0.413434233,4579
AI854517,0.41340133,4580
NONMMUG023349,0.413362193,4581
NONMMUG034886,0.413342389,4582
AC107837.1,0.413313743,4583
NONMMUG004661,0.413304577,4584
Gm17200,0.413268177,4585
NONMMUG021580,0.41326288,4586
NONMMUG007732,0.413261702,4587
RPI002_013509,0.413219038,4588
AC118255.1,0.413216951,4589
NONMMUG020964,0.413204929,4590
NONMMUG004726,0.413179137,4591
NONMMUG026166,0.413160702,4592
NONMMUG005961,0.413157367,4593
NONMMUG024805,0.413152082,4594
NONMMUG016079,0.413142276,4595
NONMMUG035258,0.413141758,4596
NONMMUG005773,0.413137098,4597
AC161493.1,0.413128109,4598
NONMMUG014012,0.413124044,4599
NONMMUG014253,0.413113731,4600
NONMMUG027880,0.413076127,4601
NONMMUG008578,0.413023106,4602
NONMMUG021092,0.412969489,4603
NONMMUG026046,0.412964285,4604
NONMMUG023276,0.412944226,4605
NONMMUG017935,0.412919333,4606
NONMMUG027866,0.412915883,4607
NONMMUG023797,0.412909949,4608
NONMMUG019102,0.412871712,4609
NONMMUG004261,0.412870404,4610
NONMMUG005480,0.412804975,4611
NONMMUG017418,0.412775801,4612
NONMMUG028064,0.412737749,4613
NONMMUG014087,0.412737184,4614
NONMMUG028115,0.41273138,4615
NONMMUG030354,0.412728893,4616
AC130216.1,0.412655157,4617
NONMMUG002354,0.412628638,4618
NONMMUG010508,0.412626891,4619
9230114K14Rik,0.412546111,4620
NONMMUG003494,0.412544311,4621
NONMMUG021507,0.412538983,4622
